0.04201, 0.25313, 0.00000, 0.48851, 0.49319, 0.48144, 0.18075, 0.00000, 0.30551, 0.04506, 0.51581, 0.55643, 0.39463, 0.07078, 0.38031, 0.46894, 0.20329, 0.42242, 0.84611, 0.97638, 0.52493, 0.78014, 0.56525, 0.12276, 0.10908, 0.57460, 0.28571, 0.23077, 0.00000, 0.00000, 0.00000, 0.36842, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.13292, 0.28984, 0.04290, 0.41408, 0.28393, 0.29509, 0.51015, 0.22236, 0.22471, 0.04419, 0.68457, 0.27284, 0.09675, 0.46773, 0.31969, 0.00000, 0.54065, 0.52459, 0.31612, 0.31918, 0.12870, 0.51982, 0.28019, 0.18543, 0.08988, 0.70160, 0.22857, 0.12308, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.14807, 0.21255, 0.43495, 0.34534, 0.27200, 0.27199, 0.43585, 0.29279, 0.06904, 0.24437, 0.51232, 0.25148, 0.05945, 0.22393, 0.36833, 0.67342, 0.53704, 0.30185, 0.28406, 0.29419, 0.17794, 0.76456, 0.49993, 0.52446, 0.15551, 0.45307, 0.25714, 0.46154, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.02135, 0.04112, 0.11455, 0.49915, 0.28432, 0.15758, 0.55405, 0.16963, 1.00000, 0.58992, 0.54493, 0.00000, 0.60279, 0.05462, 0.28454, 0.17646, 0.25492, 0.18746, 1.00000, 0.85223, 0.34364, 0.81578, 0.56470, 0.47765, 0.17090, 0.52396, 0.11429, 0.06154, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.02066, 0.15589, 0.11574, 0.24943, 0.28744, 0.63690, 0.21310, 0.08570, 0.80833, 0.05961, 0.30799, 0.14722, 0.17402, 0.19843, 0.00000, 0.27441, 1.00000, 1.00000, 0.45902, 0.43056, 0.34722, 0.43850, 0.31144, 0.33069, 0.87798, 0.74251, 0.17143, 0.10769, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.05234, 0.45399, 0.31299, 0.25423, 0.28033, 0.53823, 0.00618, 0.34763, 0.40986, 0.24178, 0.67058, 0.19906, 0.47059, 0.26746, 0.14577, 0.40824, 0.23264, 0.29746, 0.56015, 0.58216, 0.23474, 0.89033, 0.41344, 0.46564, 0.13088, 0.73927, 0.22857, 0.20000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.13085, 0.27939, 0.21701, 0.48398, 0.21177, 0.89565, 0.49160, 0.22496, 0.30313, 0.15647, 0.51102, 0.11042, 0.13051, 0.29858, 0.18867, 0.42882, 0.44406, 0.34235, 0.21735, 0.32292, 0.58594, 0.83314, 0.40019, 0.41102, 0.32958, 0.64128, 0.71429, 0.56923, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.07920, 0.36897, 0.12277, 0.17968, 0.12746, 0.59116, 0.38197, 1.00000, 0.00000, 0.09484, 0.41881, 0.23425, 0.09230, 0.54629, 0.22873, 0.14632, 0.52699, 0.31636, 0.34610, 0.00000, 0.18416, 0.48912, 0.16160, 0.47142, 0.02666, 0.61384, 0.22857, 0.15385, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.33333, 0.00000, 0.00000, 0.00000, 0.00000
0.16804, 0.41305, 0.14337, 0.43652, 0.26596, 0.44378, 0.55494, 0.21232, 0.25032, 0.12921, 0.80731, 0.04559, 0.08083, 0.39059, 0.31161, 0.18859, 0.21809, 0.38837, 0.33429, 0.93333, 0.10753, 0.67530, 0.35450, 0.29300, 0.14418, 0.76062, 0.48571, 0.36923, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.50000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.06405, 0.31003, 0.06988, 0.16574, 1.00000, 0.28841, 0.66369, 0.10349, 0.12201, 0.43187, 0.00000, 0.17778, 0.10507, 0.04905, 0.26038, 0.52540, 0.00000, 0.37576, 0.57366, 0.00000, 0.00000, 0.08802, 1.00000, 0.00000, 0.96475, 0.07141, 0.05714, 0.15385, 0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.57692, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
