 7.680640e-002  8.026625e-003  1.881712e-004
 7.957530e-002  8.048244e-003  1.772006e-004
 8.234410e-002  7.977624e-003  1.649834e-004
 8.511290e-002  8.141025e-003  1.572809e-004
 8.788180e-002  7.763412e-003  1.514506e-004
 9.065060e-002  7.892677e-003  1.421648e-004
 9.341950e-002  8.107978e-003  1.382493e-004
 9.618830e-002  7.706629e-003  1.305352e-004
 9.895710e-002  7.925575e-003  1.257588e-004
 1.017260e-001  7.874157e-003  1.230384e-004
 1.044950e-001  7.961564e-003  1.183255e-004
 1.072640e-001  8.123012e-003  1.131613e-004
 1.100320e-001  7.945290e-003  1.119345e-004
 1.128010e-001  7.931348e-003  1.072188e-004
 1.155700e-001  7.981934e-003  1.057018e-004
 1.183390e-001  7.957755e-003  1.019506e-004
 1.211080e-001  7.886047e-003  9.980735e-005
 1.238770e-001  7.612844e-003  9.858901e-005
 1.266460e-001  7.702321e-003  9.536539e-005
 1.294140e-001  7.721300e-003  9.305144e-005
 1.321830e-001  7.678709e-003  9.105766e-005
 1.349520e-001  7.582097e-003  8.986483e-005
 1.377210e-001  7.481785e-003  8.867158e-005
 1.404900e-001  7.512211e-003  8.646438e-005
 1.432590e-001  7.531387e-003  8.509884e-005
 1.460270e-001  7.551970e-003  8.511880e-005
 1.487960e-001  7.524578e-003  8.250528e-005
 1.515650e-001  7.457195e-003  8.205409e-005
 1.543340e-001  7.385479e-003  8.004755e-005
 1.571030e-001  7.416255e-003  7.958638e-005
 1.598720e-001  7.402235e-003  7.873500e-005
 1.626400e-001  7.367599e-003  7.687682e-005
 1.654090e-001  7.306143e-003  7.604078e-005
 1.681780e-001  7.186571e-003  7.499863e-005
 1.709470e-001  7.340141e-003  7.463950e-005
 1.737160e-001  7.287535e-003  7.447253e-005
 1.764850e-001  7.105718e-003  7.243543e-005
 1.792530e-001  6.983420e-003  7.124369e-005
 1.820220e-001  7.192838e-003  7.099124e-005
 1.847910e-001  7.177262e-003  7.030341e-005
 1.875600e-001  7.048446e-003  7.033772e-005
 1.903290e-001  7.091536e-003  7.067364e-005
 1.930980e-001  7.049053e-003  7.162142e-005
 1.958670e-001  7.015059e-003  7.099677e-005
 1.986350e-001  6.902037e-003  7.017391e-005
 2.014040e-001  6.982188e-003  7.103218e-005
 2.041730e-001  6.843059e-003  7.097792e-005
 2.069420e-001  6.924380e-003  7.145071e-005
 2.097110e-001  6.819985e-003  6.924503e-005
 2.124800e-001  6.793348e-003  6.968145e-005
 2.152480e-001  6.854402e-003  6.934439e-005
 2.180170e-001  6.802599e-003  6.931413e-005
 2.207860e-001  6.760741e-003  6.922826e-005
 2.235550e-001  6.738404e-003  6.860713e-005
 2.263240e-001  6.589163e-003  6.846952e-005
 2.290930e-001  6.542168e-003  6.775548e-005
 2.318610e-001  6.533133e-003  6.780440e-005
 2.346300e-001  6.422073e-003  6.739452e-005
 2.373990e-001  6.389083e-003  6.741933e-005
 2.401680e-001  6.482009e-003  6.731574e-005
 2.429370e-001  6.365737e-003  6.612597e-005
 2.457060e-001  6.418780e-003  6.599025e-005
 2.484740e-001  6.529596e-003  6.631835e-005
 2.512430e-001  6.300439e-003  6.576726e-005
 2.540120e-001  6.308718e-003  6.524981e-005
 2.567810e-001  6.316404e-003  6.347618e-005
 2.595500e-001  6.201768e-003  6.180871e-005
 2.623190e-001  6.083252e-003  6.159671e-005
 2.650870e-001  6.153930e-003  6.032719e-005
 2.678560e-001  6.103096e-003  5.964730e-005
 2.706250e-001  5.995458e-003  5.949778e-005
 2.733940e-001  6.115132e-003  5.869122e-005
 2.761630e-001  6.080577e-003  5.841250e-005
 2.789320e-001  6.031518e-003  5.721503e-005
 2.817010e-001  6.006524e-003  5.700043e-005
 2.844690e-001  5.989188e-003  5.693982e-005
 2.872380e-001  5.798916e-003  5.623070e-005
 2.900070e-001  5.865694e-003  5.594405e-005
 2.927760e-001  5.723991e-003  5.501364e-005
 2.955450e-001  5.677050e-003  5.455998e-005
 2.983140e-001  5.670080e-003  5.460179e-005
 3.010820e-001  5.545204e-003  5.392772e-005
 3.038510e-001  5.584627e-003  5.370399e-005
 3.066200e-001  5.598636e-003  5.307000e-005
 3.093890e-001  5.625956e-003  5.293273e-005
 3.121580e-001  5.528864e-003  5.266058e-005
 3.149270e-001  5.505103e-003  5.214765e-005
 3.176950e-001  5.472752e-003  5.194671e-005
 3.204640e-001  5.403164e-003  5.157987e-005
 3.232330e-001  5.403367e-003  5.120364e-005
 3.260020e-001  5.417188e-003  5.113129e-005
 3.287710e-001  5.285326e-003  5.036764e-005
 3.315400e-001  5.337927e-003  5.024794e-005
 3.343080e-001  5.178346e-003  5.026174e-005
 3.370770e-001  5.201410e-003  4.945552e-005
 3.398460e-001  5.206618e-003  4.993188e-005
 3.426150e-001  5.145956e-003  4.972794e-005
 3.453840e-001  5.140122e-003  5.033792e-005
 3.481530e-001  5.096804e-003  5.044403e-005
 3.509220e-001  5.117771e-003  5.033510e-005
 3.536900e-001  4.990326e-003  5.082230e-005
 3.564590e-001  4.892398e-003  5.058521e-005
 3.592280e-001  4.960533e-003  5.061535e-005
 3.619970e-001  4.917164e-003  5.065463e-005
 3.647660e-001  4.874504e-003  5.035702e-005
 3.675350e-001  4.875945e-003  5.067306e-005
 3.703030e-001  4.830488e-003  5.069405e-005
 3.730720e-001  4.773129e-003  5.016855e-005
 3.758410e-001  4.700628e-003  5.006122e-005
 3.786100e-001  4.718758e-003  5.008443e-005
 3.813790e-001  4.691952e-003  5.020721e-005
 3.841480e-001  4.642778e-003  5.013299e-005
 3.869160e-001  4.628218e-003  4.998705e-005
 3.896850e-001  4.610594e-003  4.975261e-005
 3.924540e-001  4.531309e-003  4.955403e-005
 3.952230e-001  4.574604e-003  4.960509e-005
 3.979920e-001  4.403749e-003  4.949364e-005
 4.007610e-001  4.386745e-003  4.929554e-005
 4.035290e-001  4.405255e-003  4.932613e-005
 4.062980e-001  4.384619e-003  4.926435e-005
 4.090670e-001  4.281168e-003  4.881824e-005
 4.118360e-001  4.273387e-003  4.914249e-005
 4.146050e-001  4.265616e-003  4.883963e-005
