GS25_2_Ka
2.010965254579536e-06
2.531961046919221e-06
2.1992434783896597e-06
2.352866761473387e-06
2.3810593480255477e-06
2.2174209550389843e-06
2.146580409185925e-06
2.021116535460812e-06
2.116086452917993e-06
2.27872355384674e-06
2.3024029670256457e-06
2.274792081394181e-06
2.2916411285357203e-06
2.256046551417976e-06
2.276687617446713e-06
