GS25_4_Ka
4.795680695035127e-06
8.329074635115038e-06
9.031784830097576e-06
1.2891517479709686e-05
1.2038540452441588e-05
1.1605522201810761e-05
1.7027653589576972e-05
1.828333214904493e-05
1.6739346134760296e-05
1.6074359366262255e-05
1.5683544233435457e-05
1.478355524734917e-05
1.4884749294313421e-05
1.4521611620027447e-05
1.4646811412619354e-05
