10	-15950.0000
20	-16350.0000
30	-15750.0000
40	-16674.0000
50	-15578.0000
60	-17043.0000
70	-17438.0000
80	-17191.0000
90	-17042.0000
100	-17231.0000
110	-18233.0000
120	-18269.0000
130	-17153.0000
140	-17675.0000
150	-17470.0000
160	-15150.0000
170	-15200.0000
180	-16600.0000
190	-15250.0000
200	-16350.0000
210	-15350.0000
220	-15400.0000
230	-16477.0000
240	-17055.0000
250	-18541.0000
260	-18421.0000
270	-17406.0000
280	-18417.0000
290	-14915.0000
300	-17007.0000
310	-17075.0000
320	-17279.0000
330	-16550.0000
340	-15850.0000
350	-16800.0000
360	-15900.0000
370	-15583.0000
380	-16150.0000
390	-15100.0000
400	-16500.0000
410	-15900.0000
420	-15940.0000
430	-16538.0000
440	-16909.0000
450	-17586.0000
460	-16265.0000
470	-15977.0000
480	-15350.0000
490	-16050.0000
500	-15850.0000
510	-16700.0000
520	-17934.0000
530	-15909.0000
540	-15700.0000
550	-16400.0000
560	-15900.0000
570	-16977.0000
580	-18447.0000
590	-18147.0000
600	-17009.0000
610	-17259.0000
620	-16849.0000
630	-18078.0000
640	-16050.0000
650	-16150.0000
660	-16050.0000
670	-16812.0000
680	-16344.0000
690	-16497.0000
700	-15523.0000
710	-17159.0000
720	-12700.0000
730	-14950.0000
740	-15400.0000
750	-13850.0000
760	-14700.0000
770	-15498.0000
780	-16200.0000
790	-15600.0000
800	-16193.0000
810	-16681.0000
820	-16866.0000
830	-16660.0000
840	-16841.0000
850	-16674.0000
860	-17558.0000
870	-16653.0000
880	-16972.0000
890	-17350.0000
900	-16844.0000
910	-16775.0000
920	-17642.0000
930	-16700.0000
940	-17593.0000
950	-18317.0000
960	-17356.0000
970	-17269.0000
980	-16000.0000
990	-16500.0000
1000	-14150.0000
1010	-15300.0000
1020	-17600.0000
1030	-15100.0000
1040	-15750.0000
1050	-16300.0000
1060	-17880.0000
1070	-17157.0000
1080	-16144.0000
1090	-17230.0000
1100	-17631.0000
1110	-16909.0000
1120	-16602.0000
1130	-18282.0000
1140	-16697.0000
1150	-16326.0000
1160	-16721.0000
1170	-16268.0000
1180	-17489.0000
1190	-16830.0000
1200	-16356.0000
1210	-18141.0000
1220	-16561.0000
1230	-16122.0000
1240	-15100.0000
1250	-16650.0000
1260	-16800.0000
1270	-15000.0000
1280	-15600.0000
1290	-15750.0000
1300	-15200.0000
1310	-15900.0000
1320	-15850.0000
1330	-15900.0000
1340	-16250.0000
1350	-14800.0000
1360	-14150.0000
1370	-15200.0000
1380	-16600.0000
1390	-15600.0000
1400	-15750.0000
1410	-17166.0000
1420	-17813.0000
1430	-17477.0000
1440	-17623.0000
1450	-16350.0000
1460	-15950.0000
1470	-16300.0000
1480	-15400.0000
1490	-15800.0000
1500	-15550.0000
1510	-15350.0000
1520	-15950.0000
1530	-16100.0000
1540	-15500.0000
1550	-15600.0000
1560	-16200.0000
1570	-15450.0000
1580	-15500.0000
1590	-15700.0000
1600	-15850.0000
1610	-16500.0000
1620	-15400.0000
