10000, C1, 0.9231, 0.4184, 0.0917, 0.0155, 0.0100, 0.0023, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
20000, C1, 0.7308, 0.3673, 0.1239, 0.0207, 0.0066, 0.0023, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
40000, C1, 0.3846, 0.2143, 0.0963, 0.0570, 0.0233, 0.0023, 0.0017, 0.0033, 0.0010, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
80000, C1, 0.8846, 0.4184, 0.0872, 0.0155, 0.0083, 0.0023, 0.0008, 0.0007, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
100000, C1, 0.8846, 0.3163, 0.0734, 0.0415, 0.0150, 0.0046, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
