radius,mean_patchiness,mean_phi,num_points
2,0.04378849,1.291621,80
3,0.1853155,-1.037774,331
4,0.2866617,-2.530679,696
5,0.3114934,-0.06752238,1294
6,0.3330637,0.9677162,2249
7,0.3346335,2.19036,3186
8,0.3330918,2.140386,4272
9,0.3305332,2.465176,5313
10,0.3248358,2.964124,6521
11,0.3217255,2.918241,7991
12,0.3267101,2.846792,9504
13,0.341732,2.46131,10908
14,0.3486921,2.237793,12444
15,0.3402869,2.054702,14339
16,0.3375072,1.664594,17102
17,0.3469636,1.235936,19727
18,0.3591442,1.156033,22448
19,0.3668995,1.075742,25567
20,0.3742561,1.144918,28649
21,0.3797202,1.653769,31694
22,0.3861962,1.983319,34194
23,0.3919713,2.228336,36914
24,0.3969381,2.347517,39546
25,0.3958189,2.378857,42246
26,0.3942306,2.306186,45690
27,0.3958181,2.050201,49736
28,0.3971343,1.881637,54363
29,0.3972677,1.799415,57995
30,0.3983641,1.661819,61929
31,0.3995545,1.355674,66565
32,0.3998286,1.183672,72072
33,0.4018116,0.8053331,78079
34,0.4080811,0.4871949,82124
35,0.4087574,0.3277925,84782
36,0.4079969,0.3278389,86418
37,0.40865,0.3769135,87589
38,0.4105779,0.4730632,88867
39,0.4121304,0.5420623,89447
40,0.4138263,0.601415,89986
41,0.4152976,0.6486261,90368
42,0.4160519,0.6712531,90599
43,0.4169615,0.6863036,90790
44,0.4177407,0.6927092,90928
