radius,mean_patchiness,mean_phi,num_points
6,0.3344518,4.077142,113
7,0.4122169,11.25062,966
8,0.3274943,5.393854,2891
9,0.2963089,4.853143,4764
10,0.2913129,4.421713,6422
11,0.2911288,3.745054,8505
12,0.2958135,3.365358,10778
13,0.3025784,3.066337,13215
14,0.3096396,2.832256,16350
15,0.329228,2.576439,19873
16,0.3353751,2.785527,23912
17,0.3485259,2.987197,28103
18,0.362873,3.15926,31748
19,0.3756592,3.132115,35885
20,0.3827271,2.938571,39924
21,0.3845665,2.799786,44315
22,0.3885255,2.389442,49668
23,0.3939663,1.813839,55920
24,0.3978042,1.297962,61936
25,0.4036337,0.7639558,67987
26,0.4096375,0.2503622,74480
27,0.4177409,-0.05242139,80367
28,0.4222287,-0.1510118,86157
29,0.4263743,-0.3399661,90768
30,0.4301117,-0.4930923,95103
31,0.432525,-0.687619,99557
32,0.4336967,-0.7864214,104958
33,0.4359823,-0.8758087,110569
34,0.436408,-0.9676841,116272
35,0.4377415,-1.071069,122871
36,0.4383286,-1.156927,128555
37,0.4357954,-1.255853,135438
38,0.4327011,-1.335425,142458
39,0.4299735,-1.374707,148584
40,0.4264646,-1.394771,154049
41,0.4248244,-1.400786,158619
42,0.4247236,-1.311324,163041
43,0.4264718,-1.273013,167356
44,0.4267544,-1.251835,171546
45,0.4270414,-1.210748,175809
46,0.4271046,-1.153919,178874
47,0.4273288,-1.117193,181521
48,0.4284309,-1.061042,183594
49,0.4288709,-1.052322,184267
50,0.4291474,-1.034322,184511
51,0.4293398,-1.02205,184762
52,0.4294741,-1.004735,184998
53,0.4294433,-0.9793676,185203
54,0.4294376,-0.9777112,185215
