surface_dist,mean_patchiness,mean_phi,num_points
2,0.07940409,-0.8242935,159
3,0.2203075,-3.593878,380
4,0.3208884,-4.258321,713
5,0.3450196,-3.356604,1160
6,0.3260205,-2.217516,1771
7,0.3170173,-0.6614987,2479
8,0.3270855,0.8242679,3242
9,0.3382776,1.984372,4092
10,0.3478587,3.070213,5083
11,0.3646026,4.092567,6281
12,0.3881328,4.164387,7616
13,0.4035883,3.997428,8976
14,0.4086933,3.761898,10446
15,0.411714,4.132671,12120
16,0.4133408,4.316207,14006
17,0.4107539,4.352998,15943
18,0.412348,4.333027,17985
19,0.4180452,4.241958,20132
20,0.4254183,4.189746,22298
21,0.4311668,4.221339,24492
22,0.4331258,4.154569,26696
23,0.4324567,4.079413,28992
24,0.4331077,4.014786,31434
25,0.4322534,3.987616,33978
26,0.4308133,3.8455,36607
27,0.4285914,3.518896,39462
28,0.4239255,3.354623,42436
29,0.424405,3.270242,45460
30,0.4289642,3.219784,48524
31,0.4352876,3.356592,51746
32,0.4402402,3.476772,55196
33,0.4433576,3.618046,58479
34,0.4446584,3.642163,61597
35,0.4455605,3.586482,64605
36,0.4477711,3.590694,67311
37,0.4489095,3.600212,70041
38,0.4493978,3.776668,72626
39,0.4496761,4.012312,75163
40,0.4512639,4.209702,77812
41,0.4535677,4.330437,80600
42,0.4549089,4.313108,83489
43,0.4554159,4.190994,86474
44,0.4553287,4.040784,89417
45,0.4563825,3.944253,92475
46,0.4579132,3.944973,95666
47,0.458883,4.050365,98966
48,0.4607477,4.214905,102278
49,0.4629399,4.387195,105492
50,0.4636163,4.443493,108595
51,0.46452,4.492005,111599
52,0.4651239,4.556466,114509
53,0.4656828,4.625977,117264
54,0.4665046,4.671639,119845
55,0.467564,4.734418,122203
56,0.4670002,4.691247,124496
57,0.465479,4.658966,126746
58,0.463578,4.598834,128960
59,0.4626794,4.534505,131147
60,0.4619728,4.507534,133188
61,0.4615978,4.511946,134929
62,0.4614756,4.560242,136372
63,0.4614633,4.570012,137732
64,0.4613971,4.560329,139037
65,0.4606859,4.534338,140277
66,0.4596191,4.498126,141491
67,0.4589093,4.475809,142695
68,0.4579356,4.457501,143723
69,0.4567024,4.415062,144642
70,0.4559775,4.369366,145506
71,0.4556825,4.335915,146314
72,0.4555331,4.319479,146998
73,0.45539,4.300128,147575
74,0.45511,4.257566,148089
75,0.4550772,4.232112,148461
76,0.455391,4.218963,148581
77,0.4554161,4.21797,148588
