radius,mean_patchiness,mean_phi,num_points
2,0.8554158,31.76078,197
3,0.7718257,37.88144,419
4,0.6631266,28.12621,565
5,0.5648011,20.33968,756
6,0.4806795,13.73286,1045
7,0.3743323,8.228321,1700
8,0.3624741,5.220486,2620
9,0.3753386,4.349007,3744
10,0.3815857,4.445823,4892
11,0.4092692,4.883139,6199
12,0.4335108,4.328085,7514
13,0.4572019,3.600925,8923
14,0.4707172,3.29825,10425
15,0.476557,3.884612,12083
16,0.4821694,4.069854,13954
17,0.4904436,4.500447,16158
18,0.491718,4.919142,19022
19,0.4842801,5.03986,21477
20,0.4888389,5.223294,24109
21,0.4945304,5.358045,27029
22,0.5018046,5.482197,30226
23,0.5008525,5.524118,33503
24,0.4970993,5.585416,37077
25,0.4913049,5.361133,41216
26,0.4905404,5.288523,45725
27,0.4871531,5.187106,50663
28,0.4868934,5.082444,56258
29,0.4869136,5.256159,62001
30,0.4864829,5.351226,67869
31,0.4857224,5.289956,73914
32,0.4815544,5.076914,80514
33,0.4758434,4.939835,87567
34,0.4693985,4.874724,95079
35,0.4633453,4.736147,102939
36,0.4612684,4.584232,110004
37,0.4601606,4.407436,115444
38,0.4599129,4.28714,119762
39,0.457997,4.159857,123659
40,0.4563542,4.066707,127188
41,0.4550734,4.040629,130970
42,0.4531231,4.019856,134491
43,0.4511943,3.934596,137531
44,0.4488082,3.816279,140462
45,0.4474432,3.694316,143026
46,0.4473096,3.676835,144876
47,0.447161,3.64864,146270
48,0.4472695,3.591302,147603
49,0.4479775,3.584711,149011
50,0.4485454,3.618689,150209
51,0.4492699,3.651403,151514
52,0.4500916,3.650593,152989
53,0.4507632,3.62979,154354
54,0.4509719,3.663774,155695
55,0.4506043,3.632684,156844
56,0.4502701,3.599713,157946
57,0.4501314,3.584577,158999
58,0.4508152,3.601175,160281
59,0.4513068,3.57105,161601
60,0.4516824,3.531614,162655
61,0.4520898,3.452984,163671
62,0.4523397,3.351082,164908
63,0.4527639,3.277375,166325
64,0.4528644,3.223962,167558
65,0.4528316,3.181927,168766
66,0.4530411,3.125795,170257
67,0.4529199,3.069796,171391
68,0.4528189,3.019284,172346
69,0.4525353,2.976161,173434
70,0.45246,2.963703,174640
71,0.4522819,2.964885,175605
72,0.4520577,2.96121,176625
73,0.4517175,2.968315,177890
74,0.4516329,2.968746,178814
75,0.4514102,2.975735,179605
76,0.4511343,2.983811,180224
77,0.451413,3.02363,180604
78,0.451898,3.040025,180870
79,0.452255,3.04406,180989
80,0.452558,3.054042,181093
81,0.4528049,3.068155,181183
82,0.4529155,3.076018,181224
