patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
19.38363,9487,0.0427,-34.56122,22.14221,133.7914,-34.584,20.921,133.756,33.06913,35.71032
18.35019,29201,0.1315,-17.01928,43.21493,127.2631,-16.951,43.333,127.28,33.86388,50.49184
19.07478,36970,0.1665,-0.7408328,23.30793,165.5132,-0.751,24.458,166.38,19.49441,43.57874
15.41311,3420,0.0154,0.8749062,3.912583,137.5816,0.699,3.915,137.573,18.2754,37.18911
