radius,mean_patchiness,mean_phi,num_points
5,0.1123563,2.961947,40
6,0.3649164,5.923492,539
7,0.3701583,3.994442,1923
8,0.3291691,3.64814,4203
9,0.3190589,3.155014,6892
10,0.3325767,3.425101,10691
11,0.3407427,2.985598,14492
12,0.3430798,2.170624,18731
13,0.3530599,1.702227,22609
14,0.3706033,1.052189,26029
15,0.376097,0.4017222,29239
16,0.3826807,-0.02720079,31783
17,0.3875312,-0.1139006,33979
18,0.3872381,-0.2872466,35133
19,0.3861808,-0.5707297,36302
20,0.3809476,-0.7437714,37480
21,0.3751343,-0.7466536,38526
22,0.3720082,-0.7707297,39193
23,0.3722541,-0.8946126,39752
24,0.3722814,-0.8952053,39759
