radius,mean_patchiness,mean_phi,num_points
2,0.9027361,29.87007,130
3,0.6779813,29.59313,691
4,0.5748229,19.44801,1197
5,0.5585394,15.41312,1799
6,0.5478487,13.82731,2579
7,0.5234545,12.84008,3781
8,0.4824269,11.6361,5124
9,0.4365983,10.01675,6699
10,0.4231637,8.108677,8441
11,0.4301929,6.723104,10333
12,0.4241489,5.972576,12686
13,0.4125804,5.67035,15287
14,0.3967209,4.791293,17461
15,0.3834274,4.171561,19960
16,0.3726102,3.543803,22684
17,0.3713848,2.978646,25627
18,0.3754543,2.49958,28891
19,0.3770769,1.844932,31957
20,0.377197,1.490607,34583
21,0.3787532,1.52557,37474
22,0.3798685,1.627356,40408
23,0.3841955,1.813206,43861
24,0.3915276,1.857435,48255
25,0.405205,1.745318,53282
26,0.4147511,1.594201,58096
27,0.4232413,1.637978,61911
28,0.4292315,1.726185,64836
29,0.4326437,1.753662,67406
30,0.4351586,1.749535,70096
31,0.4346187,1.835774,73001
32,0.4332602,1.994308,76149
33,0.4306815,2.100757,79163
34,0.4279483,2.066721,82386
35,0.4276195,1.920332,85426
36,0.4264448,1.870398,88456
37,0.4262999,1.899834,90933
38,0.4262126,1.925768,92589
39,0.4248623,1.975483,94272
40,0.4220923,1.984708,96207
41,0.4183118,2.049667,97991
42,0.4175287,2.10184,99259
43,0.4173767,2.176521,100421
44,0.4164602,2.262454,101535
45,0.4169514,2.375967,102546
46,0.4173186,2.438252,103550
47,0.4166922,2.501665,104598
48,0.416607,2.526234,105699
49,0.4171981,2.545282,107048
50,0.4166533,2.524293,108101
51,0.416145,2.55195,109038
52,0.4140074,2.521706,109987
53,0.4118147,2.498972,110989
54,0.4098263,2.476028,111704
55,0.4084101,2.471401,112379
56,0.4071421,2.455702,113089
57,0.4065416,2.416171,113847
58,0.4054776,2.350914,114827
59,0.4045922,2.278062,115823
60,0.4042163,2.226042,116622
61,0.4032918,2.225928,117677
62,0.4016392,2.227791,118445
63,0.4004101,2.263726,119214
64,0.4001552,2.333644,120080
65,0.3992459,2.340761,120756
66,0.398376,2.338835,121603
67,0.3986585,2.31796,122372
68,0.3989798,2.289047,122881
69,0.4000717,2.237825,123436
70,0.4014523,2.175218,124028
71,0.4025412,2.109132,124507
72,0.4032919,2.041694,124988
73,0.403864,1.983703,125577
74,0.4034173,1.968968,125916
75,0.4028558,1.965086,126094
76,0.4027899,1.964604,126116
