surface_dist,mean_patchiness,mean_phi,num_points
2,0.2459071,16.45052,180
3,0.2524771,10.30411,395
4,0.2453186,5.849365,694
5,0.2648217,3.390757,1085
6,0.3050494,2.712045,1611
7,0.3460795,2.068699,2242
8,0.370234,1.362887,2991
9,0.3833183,0.3365168,3846
10,0.3913673,0.1152077,4844
11,0.3942415,0.4370492,5947
12,0.4097145,1.665241,7195
13,0.4263971,2.400132,8573
14,0.4236182,2.573838,9989
15,0.4132189,2.844098,11597
16,0.4064209,3.23392,13482
17,0.4037583,3.421022,15507
18,0.4045062,3.371674,17600
19,0.4109047,3.024063,19681
20,0.4242031,2.705323,22057
21,0.4320139,2.583045,24656
22,0.4316394,2.4754,27255
23,0.4323479,2.347629,29975
24,0.4369601,2.156465,32790
25,0.4427396,1.954936,35699
26,0.4453697,1.956779,38519
27,0.4467697,2.030204,41283
28,0.4473066,2.229979,44087
29,0.4469812,2.426355,46969
30,0.4451334,2.521631,49944
31,0.4437179,2.430712,52937
32,0.443157,2.504531,55988
33,0.4423772,2.597595,58899
34,0.4418038,2.642229,61726
35,0.4429712,2.810952,64483
36,0.4442118,2.99738,67179
37,0.4455902,3.027256,69698
38,0.4476901,2.937145,71961
39,0.4488221,2.82354,74144
40,0.4479094,2.782675,76407
41,0.4455478,2.846847,78605
42,0.442234,2.87803,80725
43,0.4399772,2.814821,82728
44,0.4392916,2.690919,84596
45,0.4397096,2.597851,86252
46,0.4394739,2.552401,87870
47,0.4395356,2.531958,89581
48,0.4383024,2.576324,90886
49,0.4369069,2.583122,91851
50,0.4355851,2.592413,92650
51,0.4350978,2.592453,93219
52,0.4346039,2.589908,93632
53,0.4339569,2.589013,93852
54,0.4338886,2.588379,93868
