surface_dist,mean_patchiness,mean_phi,num_points
2,0.3942398,23.7596,97
3,0.3014561,15.44255,190
4,0.303117,8.850554,318
5,0.311068,3.742918,509
6,0.3225975,0.07769286,773
7,0.353852,-1.299775,1101
8,0.3880704,-1.452829,1502
9,0.4088358,-0.1614866,1977
10,0.4125711,-0.5730892,2526
11,0.4129443,-1.459808,3069
12,0.422574,-2.534375,3670
13,0.4410306,-3.282266,4354
14,0.4527643,-3.140211,5061
15,0.4612484,-2.775639,5818
16,0.4691213,-2.40488,6665
17,0.4766404,-2.035289,7566
18,0.4785016,-1.657024,8538
19,0.4704547,-1.558346,9532
20,0.4553401,-1.407687,10533
21,0.4401947,-1.135938,11576
22,0.4273436,-0.9360009,12691
23,0.4135076,-0.9054136,13912
24,0.4017436,-1.115886,15206
25,0.3937719,-1.330818,16669
26,0.3932005,-1.445725,18250
27,0.3947502,-1.625626,20023
28,0.3925362,-1.876073,21831
29,0.3871936,-1.840954,23633
30,0.3834415,-1.759038,25496
31,0.3800952,-1.583326,27437
32,0.3796254,-1.338921,29470
33,0.3824011,-1.074792,31727
34,0.3834425,-0.8506702,33984
35,0.3837668,-0.6563283,36287
36,0.3847428,-0.5441507,38517
37,0.3877074,-0.504133,40555
38,0.3916677,-0.4328313,42573
39,0.3940981,-0.4273083,44670
40,0.3961962,-0.5417113,46765
41,0.3987073,-0.5427376,48854
42,0.4002016,-0.4756148,50992
43,0.3990642,-0.4004793,53110
44,0.3956381,-0.2990532,55159
45,0.3928178,-0.2113339,57128
46,0.3915767,-0.2054659,58841
47,0.3909109,-0.2859206,60508
48,0.3904238,-0.3913623,62170
49,0.3899337,-0.3356436,63847
50,0.3898877,-0.1898291,65474
51,0.3899254,-0.05179795,67161
52,0.3890649,0.005286768,68943
53,0.3892152,0.04328396,70728
54,0.3901554,0.05291624,72382
55,0.3913553,0.07046796,73931
56,0.3926321,0.1526406,75431
57,0.3933789,0.2888722,77004
58,0.3936078,0.404765,78553
59,0.3938922,0.4761524,80043
60,0.3948817,0.5342492,81614
61,0.3960022,0.5733371,83238
62,0.3967782,0.6443049,84852
63,0.3965778,0.7168044,86386
64,0.3969258,0.7442695,87912
65,0.3970694,0.7735533,89396
66,0.3974088,0.8622178,90873
67,0.3987367,0.9677229,92228
68,0.3996281,1.077753,93401
69,0.3999702,1.138521,94530
70,0.4003096,1.158013,95634
71,0.4010668,1.180271,96637
72,0.4019781,1.212871,97423
73,0.4032508,1.211539,98074
74,0.4041485,1.190414,98657
75,0.4047706,1.201027,99224
76,0.4056603,1.246666,99793
77,0.405981,1.250987,100310
78,0.4060217,1.25822,100757
79,0.4062808,1.282742,101147
80,0.4062461,1.290826,101452
81,0.4060441,1.292883,101611
82,0.4060555,1.293214,101624
