radius,mean_patchiness,mean_phi,num_points
3,0.3228006,3.392341,258
4,0.2611111,3.115129,777
5,0.2863974,4.025421,1315
6,0.3867486,2.15292,2269
7,0.4660521,1.42308,3993
8,0.4770424,1.381485,5893
9,0.4688316,0.7499972,7884
10,0.4757703,0.4250803,9590
11,0.4851983,-0.4708278,11399
12,0.499187,-1.389329,13119
13,0.5093054,-2.127275,14609
14,0.4994352,-2.35969,16107
15,0.4839668,-2.40877,17880
16,0.4733979,-2.412067,19903
17,0.460548,-2.417279,22125
18,0.4492667,-2.216369,24471
19,0.4412111,-1.982943,26934
20,0.4383977,-1.501296,29955
21,0.4353749,-0.985137,32840
22,0.4331325,-0.4865723,35869
23,0.4335547,-0.2022636,38768
24,0.4322608,-0.08787502,41744
25,0.434171,0.0764026,44875
26,0.4393589,0.2476989,48065
27,0.4455668,0.4632565,51577
28,0.4512821,0.6227965,55116
29,0.4577961,0.8594459,58836
30,0.4626244,1.066296,62577
31,0.4670172,1.109996,66225
32,0.4699914,1.098086,69985
33,0.4724865,1.172568,74032
34,0.4704344,1.256275,79269
35,0.465407,1.25224,84916
36,0.4620335,1.188872,90219
37,0.4590559,1.203094,96443
38,0.4553976,1.27222,101778
39,0.4505711,1.415663,106684
40,0.44637,1.462744,111158
41,0.4419199,1.509817,115668
42,0.4406894,1.396572,119964
43,0.4408327,1.253814,123921
44,0.4417701,1.128846,126645
45,0.441044,1.117449,128053
46,0.4393487,1.169684,129492
47,0.4387434,1.186816,130721
48,0.4369544,1.165946,131785
49,0.4353262,1.160159,132837
50,0.4339833,1.131505,133703
51,0.4333123,1.116456,134089
52,0.4332888,1.116416,134097
