patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
-13.16722,12425,0.14,8.825196,-3.160058,1.97218,7.749,-4.376,-2.028,14.61872,16.21743
-13.57104,5943,0.07,6.550314,0.05240087,23.42228,6.811,0.117,23.263,32.81491,45.58788
-12.29553,3237,0.04,19.4294,11.66264,9.822431,19.537,12.179,9.29,19.39423,26.72419
