surface_dist,mean_patchiness,mean_phi,num_points
2,0.453667,-5.42414,183
3,0.5191215,-8.336596,447
4,0.4727763,-7.907144,804
5,0.3770868,-6.016988,1263
6,0.3085085,-3.154421,1878
7,0.2741749,-1.769968,2562
8,0.2634603,-2.263048,3257
9,0.2858478,-2.26571,4102
10,0.3224052,-1.71503,5181
11,0.3463789,-0.9805517,6421
12,0.3578294,-0.2233295,7745
13,0.3560239,-0.04965948,9191
14,0.3518764,-0.6356599,10670
15,0.3438092,-0.777739,12248
16,0.3332192,-0.8440074,14031
17,0.3265966,-0.6409044,15955
18,0.3232543,-0.3476613,17997
19,0.3257499,0.001675446,20051
20,0.3279103,0.3281372,22268
21,0.3283455,0.602734,24604
22,0.327756,0.8183109,26915
23,0.3236744,0.9071177,29304
24,0.3214539,0.902743,31764
25,0.3222552,0.760132,34385
26,0.3277511,0.5045459,37090
27,0.3360817,0.1837832,39814
28,0.3441455,-0.06861294,42750
29,0.3496466,-0.2119254,45919
30,0.3511059,-0.1087268,49278
31,0.3502288,-0.05022654,52766
32,0.348118,-0.09088084,56176
33,0.3488244,0.05026002,59551
34,0.352024,0.3177505,63121
35,0.3553053,0.5812335,66686
36,0.3587772,0.7770864,70084
37,0.363706,0.9211972,73351
38,0.3685516,1.051633,76660
39,0.3724681,1.239501,79950
40,0.3767498,1.481941,83478
41,0.3810536,1.802804,87129
42,0.38483,2.064221,91132
43,0.3880836,2.274758,95161
44,0.3917967,2.431629,99339
45,0.3947848,2.479727,103623
46,0.3970919,2.541774,107988
47,0.3999226,2.71236,112471
48,0.4023149,2.956475,117017
49,0.4034074,3.128457,121636
50,0.4043688,3.203059,126243
51,0.4061577,3.29387,130759
52,0.4081602,3.359375,135352
53,0.410175,3.412342,139926
54,0.4116296,3.379319,144175
55,0.4127105,3.306954,147853
56,0.4129058,3.264954,151180
57,0.4132755,3.21309,154429
58,0.413621,3.160893,157650
59,0.4126653,3.116268,160740
60,0.4118195,3.102416,163811
61,0.4111295,3.086684,166744
62,0.4108514,3.044952,169314
63,0.4106875,3.04436,171452
64,0.410844,3.044748,173198
65,0.411388,3.043634,174586
66,0.4121326,3.034272,175840
67,0.412486,3.002996,176767
68,0.4130189,2.949719,177574
69,0.4132212,2.906585,178334
70,0.4130005,2.871018,178985
71,0.4126033,2.842595,179497
72,0.4120049,2.828182,179900
73,0.4116864,2.825921,180054
