surface_dist,mean_patchiness,mean_phi,num_points
2,0.06613033,-1.075649,177
3,0.2185022,-2.858578,401
4,0.3493924,-5.296451,735
5,0.392522,-6.12792,1196
6,0.4065816,-6.373025,1813
7,0.4087722,-6.841703,2519
8,0.4228098,-8.473428,3343
9,0.4316518,-8.730254,4248
10,0.4264904,-7.887536,5250
11,0.4190437,-6.294758,6236
12,0.4136433,-4.750343,7352
13,0.4121,-3.76543,8525
14,0.4063859,-3.2648,9805
15,0.3900758,-3.209171,11079
16,0.3818379,-3.081462,12333
17,0.3845599,-2.855372,13724
18,0.3898534,-2.556775,15251
19,0.3983662,-2.143863,16958
20,0.4021089,-1.864834,18723
21,0.4014196,-1.494962,20611
22,0.4014941,-1.051178,22487
23,0.4040771,-0.6292183,24393
24,0.4084904,-0.3262902,26025
25,0.4113435,-0.005502399,27659
26,0.4141242,0.5299326,29440
27,0.4168626,0.9765519,31045
28,0.4186938,1.325023,32396
29,0.4190117,1.42427,33323
30,0.4211363,1.504476,34006
31,0.4241566,1.674842,34447
32,0.4272996,1.836591,34783
33,0.4294565,1.921088,35093
34,0.43071,2.22144,35461
35,0.4305625,2.407853,35849
36,0.4300154,2.470191,36190
37,0.4298129,2.499173,36486
38,0.4297989,2.493939,36658
39,0.4298592,2.48549,36671
