radius,mean_patchiness,mean_phi,num_points
6,0.1005431,-1.773221,151
7,0.1791318,-0.9727821,442
8,0.1874813,0.4064558,934
9,0.2233602,0.5131265,1837
10,0.3179397,-0.4041351,3021
11,0.3738905,-0.7773391,4946
12,0.3780108,-0.9410844,7972
13,0.3618579,-0.1412587,11683
14,0.3502101,0.6744394,16694
15,0.3373451,1.324682,22968
16,0.3336682,1.263332,29000
17,0.3358944,1.194908,34745
18,0.3353087,0.9757558,41479
19,0.3473542,1.077884,49738
20,0.3556513,1.417781,58099
21,0.3661652,1.73503,65729
22,0.3731014,1.993404,72716
23,0.3808207,2.306806,79601
24,0.3860048,2.499211,85874
25,0.3905234,2.706128,91882
26,0.3947098,2.653033,97742
27,0.3975542,2.563694,102837
28,0.3969255,2.520772,107418
29,0.393522,2.408489,111830
30,0.3922389,2.42276,115901
31,0.3923656,2.476762,119488
32,0.3931893,2.529303,122644
33,0.3949481,2.554903,124902
34,0.3963476,2.470183,126343
35,0.3969482,2.405153,127119
36,0.3966794,2.361255,127816
37,0.3957601,2.346384,128631
38,0.395022,2.355737,129503
39,0.3950616,2.383522,130162
40,0.3952343,2.433236,130981
41,0.3948042,2.448542,131555
42,0.3945169,2.437079,131858
43,0.3944132,2.421237,132069
44,0.3944507,2.418374,132083
