surface_dist,mean_patchiness,mean_phi,num_points
2,0.4204738,7.988587,98
3,0.4696705,11.62188,210
4,0.5378592,15.72211,370
5,0.5123115,13.61773,578
6,0.4256496,9.850409,870
7,0.3543828,6.474761,1252
8,0.3216834,4.336195,1698
9,0.3113859,2.900973,2235
10,0.3093437,1.804187,2825
11,0.303982,1.277611,3472
12,0.2971182,1.779263,4189
13,0.3024376,1.641419,5003
14,0.3142893,0.8559346,5956
15,0.3353358,0.2166125,6967
16,0.3600619,-0.1046832,7952
17,0.3727565,-0.2652943,8914
18,0.374831,-0.4615698,9890
19,0.3722852,-0.599888,10936
20,0.3734961,-0.7319616,12064
21,0.3762764,-0.7681214,13197
22,0.3787575,-0.9763948,14371
23,0.3812163,-1.272231,15643
24,0.3855571,-1.469262,16985
25,0.3935536,-1.662022,18365
26,0.3989113,-1.942354,19844
27,0.4010252,-2.155649,21410
28,0.4002178,-2.224617,23066
29,0.3976332,-2.428939,24788
30,0.395445,-2.430592,26600
31,0.3915508,-2.364287,28556
32,0.3869134,-2.277902,30534
33,0.3805559,-2.208058,32407
34,0.3729207,-2.165722,34171
35,0.3633302,-2.120607,35943
36,0.3526524,-2.062682,37760
37,0.3440635,-2.034532,39565
38,0.3358662,-2.00572,41491
39,0.3288476,-1.987661,43309
40,0.3228522,-1.973469,45097
41,0.3167758,-1.905285,46800
42,0.3117269,-1.834581,48472
43,0.3086593,-1.762044,50057
44,0.3075003,-1.670392,51635
45,0.3081207,-1.618624,53266
46,0.3098821,-1.635307,54969
47,0.312175,-1.640744,56705
48,0.3133843,-1.624539,58408
49,0.3161789,-1.59914,60176
50,0.3187187,-1.498305,61878
51,0.3194691,-1.348396,63491
52,0.3194267,-1.157767,65046
53,0.3197248,-1.013621,66622
54,0.3204731,-0.8920962,68139
55,0.321329,-0.8201465,69613
56,0.3222045,-0.7490563,70955
57,0.3228378,-0.703536,72159
58,0.3240722,-0.6752322,73259
59,0.3255559,-0.5868298,74284
60,0.3276515,-0.5029532,75228
61,0.3294424,-0.4847076,76128
62,0.3311694,-0.5039983,77007
63,0.332281,-0.5572319,77923
64,0.333099,-0.5935622,78884
65,0.3340124,-0.5674947,79910
66,0.3343992,-0.4895988,80886
67,0.3344816,-0.4481654,81809
68,0.3343533,-0.4347475,82614
69,0.3345568,-0.4406395,83404
70,0.3359774,-0.4279821,84217
71,0.3373421,-0.4140649,85053
72,0.338049,-0.4253463,85880
73,0.3381716,-0.4509699,86740
74,0.3381736,-0.4508381,87674
75,0.3381621,-0.4278835,88673
76,0.3390765,-0.399276,89749
77,0.3404756,-0.4174947,90863
78,0.3423004,-0.4177074,92013
79,0.3442652,-0.4193501,93007
80,0.34564,-0.4258372,93922
81,0.3463376,-0.4325045,94839
82,0.3468997,-0.4520857,95718
83,0.3475762,-0.488557,96604
84,0.3488176,-0.5285135,97454
85,0.349643,-0.5700132,98186
86,0.350002,-0.5961859,98911
87,0.3506621,-0.6083418,99657
88,0.351745,-0.609069,100449
89,0.3524239,-0.5693438,101254
90,0.3524371,-0.4983231,102065
91,0.3520588,-0.4591216,102828
92,0.3515628,-0.4314338,103604
93,0.3522433,-0.392123,104396
94,0.3530746,-0.3429876,105214
95,0.3540057,-0.3375658,106048
96,0.3550082,-0.3626007,106893
97,0.3556456,-0.3834271,107758
98,0.3564753,-0.4072854,108666
99,0.3570404,-0.4204988,109453
100,0.3574792,-0.4187983,110205
101,0.357897,-0.3975556,110958
102,0.3582041,-0.3652685,111654
103,0.358323,-0.3397802,112330
104,0.3587463,-0.2630274,113104
105,0.3595828,-0.1940683,113842
106,0.3607828,-0.1511778,114523
107,0.3612984,-0.1424945,114968
108,0.361626,-0.1414397,115323
109,0.3618115,-0.1571269,115647
110,0.3619852,-0.169151,115897
111,0.3622306,-0.1788621,116093
112,0.36258,-0.1968267,116270
113,0.3628295,-0.2146876,116377
114,0.3628457,-0.2152387,116383
