patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
19.21621,31338,0.1665,-65.57133,-11.43985,-8.621309,-65.812,-11.057,-8.601,37.93287,47.4514
20.47237,3508,0.0186,-64.67972,14.8946,8.557485,-64.816,13.704,10.348,6.608005,8.648057
17.61182,2976,0.0158,-54.06391,15.2007,-5.634079,-53.297,14.962,-4.907,20.61337,24.32583
19.0356,3913,0.0208,-48.83849,4.073435,19.18687,-50.169,3.665,19.615,22.57598,22.65262
19.8424,1897,0.0101,-37.41499,4.610251,-3.848605,-38.084,4.466,-4.368,34.03966,43.32682
13.52311,1937,0.0103,-39.40633,24.06582,8.389298,-39.305,24.347,8.141,24.30077,30.94592
