radius,mean_patchiness,mean_phi,num_points
3,0.2277492,4.496666,92
4,0.2584156,-0.04665225,295
5,0.3342531,-0.7485395,581
6,0.3630618,-0.9702729,1108
7,0.4087994,0.9781397,2130
8,0.4188235,1.998043,3564
9,0.3965787,1.414418,5081
10,0.3974442,1.112234,6764
11,0.3961695,1.861211,8800
12,0.4022013,2.719262,11567
13,0.4079984,3.548553,15573
14,0.4091417,3.662758,19250
15,0.4037606,3.566517,23846
16,0.3914163,2.98262,29023
17,0.3846171,2.428406,34223
18,0.3900314,2.514063,39540
19,0.3950632,2.656445,44266
20,0.391335,2.518203,49034
21,0.389682,2.323512,54448
22,0.3899108,2.065522,59995
23,0.3933035,2.03226,65569
24,0.3953708,2.108795,70677
25,0.3974864,2.16356,75633
26,0.4010832,2.123179,79895
27,0.4017742,2.063186,83278
28,0.4012053,2.066341,85368
29,0.4006611,2.100974,86251
30,0.4008346,2.127843,86538
31,0.4007733,2.170319,86707
32,0.4005565,2.205359,86829
33,0.4005767,2.213953,86859
