patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
18.46541,14117,0.1404,-16.88955,-4.595795,7.237308,-17.824,-2.809,5.23,14.06901,15.32346
15.87334,7619,0.0758,8.713523,-1.016657,-11.67093,8.015,-1.645,-12.108,18.50792,44.72533
16.89231,6717,0.0668,17.51531,-8.490196,4.939985,17.492,-9.934,4.647,23.52648,27.09838
17.38042,1068,0.0106,9.010744,17.38081,4.771666,8.546,18.712,4.644,23.47065,32.2049
