radius,mean_patchiness,mean_phi,num_points
2,0.01018868,0.729008,31
3,0.01909466,-0.4844245,302
4,0.03693438,-0.8448932,753
5,0.04350359,-0.6672661,1206
6,0.1136139,-2.151945,2050
7,0.1755143,-3.346752,3436
8,0.2101396,-4.054865,4961
9,0.2728347,-5.5967,7096
10,0.3160989,-5.659665,9440
11,0.3216223,-5.357653,12366
12,0.318551,-5.284023,15620
13,0.3054365,-4.846376,19202
14,0.3013004,-4.30342,22699
15,0.3048243,-3.402206,26405
16,0.3162535,-2.652114,29817
17,0.324428,-1.89994,34053
18,0.3235853,-1.394019,38944
19,0.3182286,-0.9331107,43609
20,0.3146682,-0.498531,49112
21,0.3125209,-0.04423935,55864
22,0.3131975,0.4898262,63931
23,0.3190542,0.9151382,72634
24,0.3270768,1.283562,80302
25,0.3353727,1.523824,88322
26,0.3488709,1.921774,96788
27,0.3571204,2.094504,105832
28,0.3623399,2.278607,114910
29,0.3687601,2.423384,124416
30,0.37502,2.440036,134085
31,0.3797412,2.347093,143960
32,0.3839209,2.276509,153501
33,0.3895782,2.257935,163635
34,0.3943945,2.185039,173038
35,0.3987885,2.168131,180919
36,0.4007926,2.159934,187564
37,0.4005469,2.171729,192560
38,0.3995533,2.19095,197230
39,0.3993851,2.152291,201477
40,0.3998756,2.13819,204589
41,0.4004775,2.139775,207173
42,0.4003459,2.126565,208756
43,0.3995881,2.135154,209770
44,0.3989782,2.129472,210499
45,0.3983662,2.117049,211055
46,0.3980464,2.114606,211234
