radius,mean_patchiness,mean_phi,num_points
2,0.2107778,5.797315,98
3,0.2764283,7.287291,393
4,0.4355182,0.4600216,1044
5,0.3952298,-1.301204,1891
6,0.3824085,-2.366797,2804
7,0.387719,-2.958324,3978
8,0.3785318,-2.043168,5094
9,0.3761748,-0.7299457,6605
10,0.3978087,0.5677385,8036
11,0.405155,1.042128,9106
12,0.4010605,1.345859,10300
13,0.3944746,1.424998,11748
14,0.3879573,1.588623,13580
15,0.3761809,1.341285,15764
16,0.3632604,1.223518,18126
17,0.3598339,1.233742,20922
18,0.3601887,0.9992138,23980
19,0.3586541,0.6172319,27369
20,0.3604409,0.6109644,30814
21,0.3619782,0.6495881,34193
22,0.3651978,0.6601728,37785
23,0.3685378,0.8936983,42156
24,0.3746507,1.452569,46840
25,0.379836,1.673198,51989
26,0.3839516,1.691158,56680
27,0.3896002,1.77601,61405
28,0.3946437,1.988963,65837
29,0.3982397,2.160907,70380
30,0.3988885,2.360159,75338
31,0.3996109,2.429778,80397
32,0.397461,2.51198,85847
33,0.3947519,2.569259,91087
34,0.3920141,2.440591,96908
35,0.3889691,2.450708,103521
36,0.390479,2.511307,109629
37,0.3927863,2.454518,116500
38,0.3933586,2.336653,123420
39,0.3939042,2.357962,129464
40,0.3971846,2.508674,135021
41,0.3987631,2.587605,139426
42,0.3993147,2.561655,143167
43,0.4002751,2.551732,146884
44,0.4005498,2.435153,149428
45,0.4004981,2.389885,151362
46,0.3995548,2.356966,152921
47,0.3988506,2.30423,154390
48,0.3986678,2.262278,155574
49,0.3981698,2.25404,156339
50,0.3980128,2.271205,157078
51,0.3978843,2.304582,157824
52,0.3968325,2.308066,158645
53,0.3959924,2.268292,159584
54,0.3955702,2.21724,160627
55,0.3953232,2.208146,161756
56,0.3950512,2.191663,162754
57,0.3954294,2.155717,163380
58,0.3962691,2.123492,163735
59,0.3970191,2.097466,163944
60,0.3974048,2.081934,164053
