surface_dist,mean_patchiness,mean_phi,num_points
2,0.4895839,-19.3843,180
3,0.515962,-20.87748,460
4,0.5306459,-13.22714,876
5,0.51932,-9.405422,1418
6,0.4708339,-5.175303,2049
7,0.4380118,-1.788314,2819
8,0.4392185,0.7797414,3634
9,0.4571794,3.231883,4404
10,0.4604546,4.681412,5229
11,0.4575316,4.751436,6092
12,0.4548482,4.637212,7056
13,0.4529505,5.059922,8120
14,0.4518311,4.99407,9274
15,0.4474463,5.275617,10482
16,0.443619,5.731593,11722
17,0.4372412,5.695835,13025
18,0.4326375,5.617976,14366
19,0.4246584,5.500258,15705
20,0.4155236,5.379462,17160
21,0.4109151,4.954811,18686
22,0.4088113,4.612357,20292
23,0.4075004,4.378204,21964
24,0.4050086,4.1323,23806
25,0.4049148,3.824327,25743
26,0.4069603,3.399685,27758
27,0.4049177,3.088197,29638
28,0.4010862,2.908963,31495
29,0.3975291,2.896189,33481
30,0.3958352,2.893867,35522
31,0.3960804,2.787832,37751
32,0.3975034,2.490293,40115
33,0.3967566,2.229199,42429
34,0.3971129,2.059847,44779
35,0.3968884,1.951192,47238
36,0.3974541,1.853858,49900
37,0.4001525,1.792532,52710
38,0.405477,1.775387,55568
39,0.4112699,1.837862,58497
40,0.4155438,1.899041,61284
41,0.416245,1.827039,64055
42,0.4166841,1.764299,66564
43,0.4179138,1.778739,69041
44,0.4188212,1.811692,71608
45,0.4199924,1.93282,74313
46,0.4217526,2.125723,77051
47,0.4230775,2.246251,79425
48,0.4252563,2.300542,81512
49,0.4276808,2.373848,83305
50,0.4283528,2.425114,84931
51,0.4282889,2.450733,86348
52,0.4289986,2.498257,87562
53,0.4301607,2.479353,88358
54,0.4307049,2.436957,88801
55,0.4301199,2.423458,89119
56,0.4294037,2.423,89339
57,0.4291357,2.436101,89421
