radius,mean_patchiness,mean_phi,num_points
2,0.8026836,-10.28119,124
3,0.7734227,-18.3972,658
4,0.7326742,-16.63169,1254
5,0.692583,-14.11347,1695
6,0.6501076,-11.96328,2257
7,0.5816292,-9.217607,2913
8,0.5277194,-7.792331,3708
9,0.5039737,-6.960446,4801
10,0.4840878,-5.943398,5821
11,0.4751189,-5.275122,6897
12,0.4716244,-4.860853,8130
13,0.4687236,-4.32973,9432
14,0.4709635,-3.676796,10985
15,0.4689988,-3.153529,12826
16,0.4779804,-3.099142,14912
17,0.48902,-3.037259,17102
18,0.4850205,-2.805533,19229
19,0.4708764,-2.48437,21442
20,0.4496174,-2.196292,23669
21,0.4370678,-1.819632,26022
22,0.430127,-1.583288,28627
23,0.4262368,-1.43072,31513
24,0.4205457,-1.10993,34445
25,0.4182619,-0.7620373,37787
26,0.4143472,-0.3483105,41487
27,0.41296,-0.1793151,44462
28,0.4121915,0.06322057,47237
29,0.4101695,0.1359749,49845
30,0.4073955,0.2576432,52239
31,0.4047818,0.3890283,55016
32,0.4042423,0.4311404,57825
33,0.4060094,0.4001059,60963
34,0.4128571,0.620513,64645
35,0.4159449,0.7059988,67976
36,0.4176102,0.7171385,71225
37,0.4178545,0.7392445,74383
38,0.41943,0.9139296,77672
39,0.4184052,0.8873558,80472
40,0.4156361,0.7682968,83433
41,0.4155121,0.6615947,86562
42,0.4165084,0.6573983,88412
43,0.4174782,0.6787613,89483
44,0.417828,0.7277537,90302
45,0.4178751,0.7023255,90819
46,0.4177407,0.6927092,90928
