radius,mean_patchiness,mean_phi,num_points
2,0,1.64939,27
3,0.07676736,1.586259,147
4,0.1042921,0.4207016,355
5,0.06993772,0.4056741,681
6,0.04765215,0.2846795,1308
7,0.04545109,-0.2418698,2295
8,0.05015177,-0.3727191,3507
9,0.05837268,-0.02113938,4735
10,0.1202884,0.2779138,6093
11,0.1681121,0.5411109,7768
12,0.1991762,0.2587757,10274
13,0.2138323,0.3542009,13372
14,0.220726,0.842498,16842
15,0.2289939,1.11382,20975
16,0.2393498,1.34196,25422
17,0.2442422,1.372062,30257
18,0.2472259,1.150363,35259
19,0.2521319,0.785954,40310
20,0.252707,0.5796237,46058
21,0.2534933,0.5886356,52027
22,0.2575886,0.7774158,59069
23,0.2683566,0.778175,66557
24,0.2795291,0.7766495,74015
25,0.2823351,0.7994481,81302
26,0.2848498,0.8290418,88491
27,0.2854897,0.903618,96578
28,0.2852638,1.055132,104405
29,0.2869723,1.076624,111538
30,0.2870201,1.106974,118495
31,0.2852438,1.183365,126849
32,0.2834677,1.153866,135353
33,0.2793632,1.108442,144156
34,0.2752398,1.074507,151644
35,0.2735744,0.9991384,157560
36,0.2731947,0.9578613,161931
37,0.2728256,0.9420394,165868
38,0.2730367,0.9258536,169534
39,0.2722398,0.9054205,172359
40,0.2730299,0.9510024,174809
41,0.2756823,1.089212,176874
42,0.2784241,1.188468,178195
43,0.2807922,1.209597,179347
44,0.2815697,1.215196,179680
45,0.281554,1.215858,179746
