radius,mean_patchiness,mean_phi,num_points
2,0.3009228,2.1425,116
3,0.6552597,9.423374,598
4,0.6522349,7.45774,927
5,0.6299691,5.944614,1244
6,0.5869688,4.730907,1711
7,0.5451461,3.116797,2462
8,0.5265257,1.20681,3287
9,0.4788087,0.8728966,4065
10,0.4387725,0.3281535,5089
11,0.4190082,-0.275628,6224
12,0.411808,-0.4845405,7320
13,0.4025121,-0.7563051,8478
14,0.3863946,-0.8718467,9914
15,0.3670699,-1.107882,11440
16,0.3556261,-1.428073,12666
17,0.3485672,-1.506923,13984
18,0.3424307,-1.502029,15459
19,0.3451908,-1.374232,17390
20,0.3567275,-0.9925621,19672
21,0.3623444,-0.4793889,22001
22,0.3655555,0.1239365,24410
23,0.3625818,0.3384232,26506
24,0.3572694,0.4317222,28802
25,0.3525667,0.3953719,31503
26,0.3474404,0.2976478,33930
27,0.3419908,0.2330692,35938
28,0.3372894,0.2469414,38681
29,0.3404567,0.2655678,41399
30,0.3480628,0.2815645,43657
31,0.349562,0.2834731,45370
32,0.3490799,0.2942489,46951
33,0.3495493,0.213315,48650
34,0.3541869,0.07769323,50604
35,0.3605147,-0.01858301,53009
36,0.3674854,0.09895339,55671
37,0.3737113,0.2571887,58787
38,0.3835376,0.4603831,62324
39,0.3940795,0.8331308,66213
40,0.3981301,1.102054,70220
41,0.4012807,1.327619,73807
42,0.4026985,1.397531,77446
43,0.4045427,1.44327,81072
44,0.4095657,1.516336,84693
45,0.4143172,1.59057,88642
46,0.4180562,1.672918,92899
47,0.4204554,1.67366,96661
48,0.419803,1.674152,100236
49,0.4171937,1.607321,104345
50,0.4157759,1.52224,108987
51,0.4138916,1.375124,113710
52,0.4158585,1.260976,118037
53,0.4188991,1.134649,122031
54,0.4205897,1.094127,126148
55,0.4225921,1.119649,130317
56,0.4238217,1.075191,134488
57,0.4226744,0.943958,138926
58,0.4215187,0.8959537,143872
59,0.4221057,0.8429908,149085
60,0.4226457,0.9281309,153926
61,0.4210908,0.8612974,158944
62,0.418068,0.8319665,163893
63,0.41625,0.8074216,167125
64,0.4150821,0.8080783,169569
65,0.4137968,0.801529,171658
66,0.4126015,0.8312035,173046
67,0.4118811,0.8577617,174572
68,0.4113516,0.8860002,175939
69,0.4108112,0.8863832,176823
70,0.4107838,0.8764346,177134
71,0.4109908,0.8665695,177411
72,0.4112419,0.8874255,177573
73,0.4116126,0.9192797,177699
74,0.4117248,0.9309529,177737
