surface_dist,mean_patchiness,mean_phi,num_points
2,0.3014462,10.66628,153
3,0.3211487,4.892455,359
4,0.377137,1.44042,689
5,0.3875742,0.02977144,1130
6,0.3997898,-0.6140497,1696
7,0.4084817,-0.192777,2419
8,0.4038605,0.02649648,3297
9,0.372904,0.04980085,4258
10,0.3524195,0.2878828,5315
11,0.3455847,0.3149377,6491
12,0.3373279,0.4729826,7672
13,0.3317463,0.7530248,8976
14,0.3268766,1.319955,10428
15,0.3237606,1.455045,11867
16,0.3235093,1.805107,13382
17,0.3330167,2.257746,15060
18,0.3493331,2.558309,16891
19,0.3721823,2.829084,18970
20,0.3865371,3.503058,21149
21,0.389233,4.155237,23352
22,0.3846902,4.478638,25536
23,0.3797608,4.443457,27924
24,0.3790109,4.42886,30403
25,0.382856,4.52383,32971
26,0.3891586,4.6554,35522
27,0.3930688,4.508601,38008
28,0.3958751,4.315233,40651
29,0.3990155,4.250618,43393
30,0.4025842,4.31459,46166
31,0.4037555,4.256694,48997
32,0.403775,4.179111,51988
33,0.4040324,4.018488,55153
34,0.4035915,3.869365,58197
35,0.4024786,3.880749,61273
36,0.3999043,3.827039,64135
37,0.3948768,3.763025,66978
38,0.3903559,3.680127,69937
39,0.3867661,3.624697,72934
40,0.3852164,3.588451,76015
41,0.3824473,3.574534,79366
42,0.380608,3.584849,82735
43,0.3798535,3.566947,86116
44,0.3789811,3.477151,89548
45,0.3791168,3.397544,92986
46,0.3798896,3.334815,96556
47,0.3823677,3.261828,100294
48,0.3858488,3.108608,103921
49,0.3889139,2.975457,107107
50,0.3905761,2.910485,110104
51,0.3912652,2.864244,112700
52,0.3925917,2.889441,115055
53,0.3956124,2.954545,117276
54,0.3975605,2.977852,119362
55,0.3982769,2.980927,121186
56,0.3985386,3.004227,122850
57,0.3993395,3.053083,124453
58,0.4011063,3.111902,125915
59,0.4029498,3.132685,127316
60,0.4041109,3.154828,128393
61,0.4051397,3.194278,129259
62,0.4053982,3.214008,129743
63,0.4054186,3.214468,129943
64,0.40548,3.214732,129971
