radius,mean_patchiness,mean_phi,num_points
2,0.9944751,-12.97726,6
3,0.8847244,-13.43075,464
4,0.7986311,-12.8693,1083
5,0.7056613,-9.925994,1712
6,0.661961,-7.910797,2460
7,0.6263224,-4.739891,3311
8,0.580791,-2.634063,4319
9,0.5438867,-1.84433,5405
10,0.5154341,-0.7763832,6552
11,0.4975361,0.05683379,7835
12,0.4873815,0.2809094,9727
13,0.4636473,0.2428795,11936
14,0.4442018,0.8353052,14506
15,0.4414525,0.8378704,17103
16,0.4437023,0.4670919,19846
17,0.4434769,-0.02752663,22496
18,0.4493642,-0.3605259,25055
19,0.4589903,-0.981729,27829
20,0.4587026,-1.562573,30981
21,0.4612825,-2.197149,34378
22,0.4698933,-2.785173,38104
23,0.4761678,-2.718543,42588
24,0.4778619,-2.87154,47079
25,0.4781239,-2.921657,51344
26,0.4771292,-2.768399,55563
27,0.4752213,-2.810955,60350
28,0.4725612,-3.013208,64650
29,0.4754834,-3.271998,69288
30,0.4778611,-3.333167,73785
31,0.4760086,-3.266178,78542
32,0.4752024,-3.191149,83016
33,0.4755948,-3.113224,87949
34,0.474245,-3.003449,93383
35,0.4722413,-2.910245,99174
36,0.4711372,-2.853118,104772
37,0.4708045,-2.832099,110259
38,0.4693393,-2.682302,116372
39,0.4621898,-2.542465,122139
40,0.4558411,-2.510317,128180
41,0.45112,-2.337828,134110
42,0.4458948,-2.162977,140418
43,0.4436753,-1.953261,145547
44,0.4433919,-1.870353,149648
45,0.4423541,-1.770074,153466
46,0.4404173,-1.61215,156936
47,0.4382326,-1.53193,160510
48,0.4350386,-1.465655,164235
49,0.4326631,-1.36236,167851
50,0.4321866,-1.248227,171289
51,0.4324967,-1.194795,174329
52,0.4312648,-1.160911,177789
53,0.430051,-1.092615,181278
54,0.4294244,-1.043609,183426
55,0.4291669,-1.01484,184822
56,0.4294187,-0.9794257,185208
57,0.4294376,-0.9777112,185215
