radius,mean_patchiness,mean_phi,num_points
3,0.2238987,5.092087,61
4,0.06583954,0.9255462,274
5,0.05412905,-0.9694132,948
6,0.07504884,-0.7030497,1730
7,0.1539569,1.538654,2703
8,0.1762427,1.297673,3833
9,0.2085349,0.4839272,5048
10,0.2528436,-0.331224,6354
11,0.2763421,-0.2266172,7613
12,0.3066277,0.5958641,9148
13,0.3268535,1.357852,11039
14,0.3284662,1.08421,12572
15,0.3184612,0.9344519,14569
16,0.3171262,0.7417028,17548
17,0.3171479,0.3216078,21406
18,0.3164745,0.03218939,24591
19,0.3187153,-0.049743,27249
20,0.3274351,0.2339503,30117
21,0.3364156,0.4224521,33040
22,0.3416321,0.6016297,35896
23,0.3494748,0.5892081,39042
24,0.3550885,0.5489178,41640
25,0.359852,0.4763889,43730
26,0.3611054,0.4715055,45835
27,0.3606081,0.4898194,47630
28,0.3609756,0.657118,49263
29,0.3633976,0.7733489,50676
30,0.3690604,0.6838294,52061
31,0.3749531,0.5877781,53711
32,0.3790189,0.5318594,55180
33,0.380779,0.4832021,56700
34,0.3806539,0.4360192,58242
35,0.3798523,0.4133504,59761
36,0.3790767,0.3930828,61166
37,0.3785696,0.371828,62980
38,0.3806947,0.3844254,64874
39,0.3828893,0.2637971,66522
40,0.3856142,0.1401712,67918
41,0.3875227,0.07353994,69274
42,0.38714,0.04298576,70465
43,0.3864407,0.003187505,71688
44,0.3880622,-0.01345549,72994
45,0.3919766,0.001200407,74460
46,0.3949579,-0.02345166,75849
47,0.3972165,-0.03231875,77172
48,0.3987121,0.009172436,78503
49,0.3996736,-0.00912697,79720
50,0.4005264,-0.08278175,81128
51,0.4018224,-0.08909864,82586
52,0.4030655,-0.08954796,84005
53,0.4045982,-0.1003906,85408
54,0.405976,-0.1008328,87157
55,0.4067664,-0.1155802,88730
56,0.4079444,-0.200966,90162
57,0.4085215,-0.2187355,91572
58,0.4106479,-0.2261581,92958
59,0.4131896,-0.2294733,94381
60,0.4151041,-0.2334321,95858
61,0.4164163,-0.2847989,97337
62,0.4176601,-0.3596983,99016
63,0.4185787,-0.381722,100249
64,0.4177141,-0.4080803,101507
65,0.4159468,-0.4352948,102837
66,0.4136738,-0.4625575,104300
67,0.4126957,-0.4637383,105255
68,0.4120977,-0.4300504,105844
69,0.4116562,-0.4218019,106051
70,0.4113029,-0.4146774,106206
71,0.411393,-0.4217688,106287
