radius,mean_patchiness,mean_phi,num_points
3,0.8384802,35.38549,65
4,0.6420283,14.48773,242
5,0.4488094,7.742889,631
6,0.3855151,8.832829,1142
7,0.326916,6.348331,1780
8,0.3123114,4.162733,2511
9,0.3251373,3.980741,3540
10,0.368697,3.538133,4887
11,0.4143419,3.543871,7379
12,0.4375291,3.462236,11272
13,0.4495676,3.866591,16158
14,0.4283732,4.402162,21097
15,0.4097488,4.040187,26243
16,0.4094315,3.358432,31440
17,0.4200209,2.337592,36804
18,0.4265089,1.619687,42136
19,0.4276374,1.222544,47311
20,0.4245971,0.930083,52310
21,0.4243502,0.8223536,57059
22,0.4227599,0.7739541,60975
23,0.4241595,0.8442174,64494
24,0.4241816,1.013714,68057
25,0.4248105,1.166275,71039
26,0.4228145,1.328069,74314
27,0.4178073,1.537494,77987
28,0.4146275,1.564955,80993
29,0.4122864,1.551826,84512
30,0.4108432,1.463385,89048
31,0.4146687,1.228169,93225
32,0.4209445,0.9019989,96432
33,0.4243141,0.64828,98967
34,0.4231111,0.5554154,100144
35,0.4228759,0.519404,100749
36,0.4222842,0.5093376,101250
37,0.4213387,0.4814575,101822
38,0.4203931,0.4040194,102641
39,0.4199486,0.303948,103219
40,0.4193865,0.2821168,103558
