surface_dist,mean_patchiness,mean_phi,num_points
2,1,8.970544,129
3,0.9999406,13.05447,276
4,0.9933972,16.83009,499
5,0.9655911,19.53499,774
6,0.9007029,19.88031,1109
7,0.8096996,16.30102,1536
8,0.7183806,13.48778,2045
9,0.635139,12.53874,2682
10,0.5623133,11.08782,3396
11,0.5216104,9.704717,4167
12,0.5056125,8.308655,4994
13,0.4947242,7.959348,5812
14,0.4804424,7.747903,6590
15,0.4616232,7.280159,7393
16,0.4480111,6.709432,8282
17,0.4412758,6.496335,9276
18,0.4443349,6.317807,10332
19,0.4463011,5.803829,11486
20,0.4454822,5.244762,12833
21,0.4435967,5.292035,14183
22,0.4387296,5.627968,15589
23,0.4336415,5.734532,17195
24,0.4308206,5.443441,19008
25,0.430839,5.283642,20982
26,0.4291004,5.199876,22924
27,0.4218336,4.874265,24866
28,0.4157322,4.42361,26843
29,0.4109368,4.059147,28943
30,0.4099295,3.728451,31236
31,0.4083664,3.380069,33657
32,0.4068906,3.145935,36258
33,0.4017504,3.027477,38985
34,0.3945467,3.033961,41934
35,0.3883058,2.938227,45008
36,0.3848718,2.812463,48228
37,0.3835399,2.693759,51646
38,0.3841597,2.631119,55315
39,0.3879544,2.415894,59172
40,0.3938231,2.283385,63235
41,0.3989617,2.245411,67406
42,0.4033948,2.222989,71770
43,0.405562,2.195797,75998
44,0.4067914,2.163667,80052
45,0.4066335,2.113068,84109
46,0.4059097,2.074803,87999
47,0.405204,1.945465,91626
48,0.4046277,1.84485,95273
49,0.4026619,1.713126,98773
50,0.4012566,1.592124,102181
51,0.4026563,1.469166,105655
52,0.4039787,1.340665,109248
53,0.4047782,1.237506,113076
54,0.405916,1.244617,116899
55,0.4070823,1.259335,120514
56,0.4070017,1.272953,123889
57,0.4064644,1.259131,126920
58,0.4062671,1.232623,129456
59,0.4063915,1.205376,131611
60,0.4070918,1.182345,133333
61,0.4077273,1.129288,134571
62,0.4083935,1.083307,135492
63,0.4090859,1.056256,136212
64,0.4093335,1.023699,136795
65,0.4093332,0.9949984,137365
66,0.4092361,0.9812183,137857
67,0.4092416,0.9699852,138160
68,0.40948,0.9553886,138295
69,0.4096047,0.9498063,138329
