radius,mean_patchiness,mean_phi,num_points
2,0.6302576,-6.257865,120
3,0.5872198,-8.567049,450
4,0.6268635,-10.99705,908
5,0.5368928,-8.27312,1206
6,0.4798494,-7.146325,1443
7,0.4277936,-5.328983,1799
8,0.3971186,-4.031685,2253
9,0.3826926,-2.817946,2647
10,0.3814649,-3.091039,3065
11,0.3858236,-3.257705,3567
12,0.3972995,-3.074576,4322
13,0.4064499,-3.079561,4954
14,0.4168402,-3.074329,5633
15,0.4311507,-3.511542,6481
16,0.4455015,-4.240825,7542
17,0.4597438,-4.899569,8809
18,0.4647545,-4.770496,10032
19,0.4635391,-4.296084,11302
20,0.4631538,-3.65085,12809
21,0.4648171,-2.871821,14448
22,0.4671583,-1.796807,16334
23,0.4716561,-0.7478967,18591
24,0.474724,-0.4075782,20892
25,0.479596,-0.4358464,23438
26,0.4847961,-0.4183017,26488
27,0.4820417,-0.5408657,29767
28,0.4781551,-0.5687927,32916
29,0.4697844,-0.4711788,36359
30,0.4618628,-0.6345381,40099
31,0.4527372,-0.6269593,44418
32,0.4468207,-0.650422,49394
33,0.4391471,-0.5089765,54398
34,0.4338587,-0.443074,59272
35,0.4303313,-0.3680544,64599
36,0.4286789,-0.1871024,70590
37,0.4326612,0.04790489,76348
38,0.4349197,0.3092788,81759
39,0.4360269,0.5303174,87177
40,0.4380427,0.5688164,92697
41,0.4386076,0.6712766,97715
42,0.4386271,0.8220612,102493
43,0.4396664,1.023179,107414
44,0.4409052,1.216632,113105
45,0.4423119,1.407215,119022
46,0.4450172,1.669272,125128
47,0.4490477,1.941224,131655
48,0.4538172,2.216664,138286
49,0.4580308,2.507766,145208
50,0.460437,2.682556,152365
51,0.4612457,2.758652,158586
52,0.4616804,2.778506,164067
53,0.462692,2.76361,169843
54,0.4632481,2.800426,176258
55,0.4654864,2.82521,182469
56,0.4659551,2.85235,188244
57,0.4657351,2.868605,193666
58,0.4651033,2.884185,198525
59,0.464315,2.855743,202867
60,0.4636414,2.85616,207022
61,0.4640646,2.808188,210759
62,0.4639048,2.826672,213379
63,0.4638589,2.893808,215435
64,0.4640259,2.976189,217545
65,0.4639103,3.045275,219753
66,0.4644417,3.094557,221071
67,0.4652472,3.123875,221736
68,0.4659051,3.127328,222031
69,0.4659306,3.127362,222042
