radius,mean_patchiness,mean_phi,num_points
2,0.9632366,-12.39345,90
3,0.886642,-26.88783,555
4,0.7610255,-21.21214,1074
5,0.6559446,-15.39206,1569
6,0.5975539,-10.4203,2332
7,0.5478764,-7.234695,3238
8,0.5211558,-5.774496,4518
9,0.4965074,-4.917819,6030
10,0.4615296,-3.698667,7174
11,0.4596518,-1.927608,8434
12,0.4669261,-1.448728,9792
13,0.466868,-1.463073,11229
14,0.4615865,-1.769515,13218
15,0.452264,-1.843011,15411
16,0.4446881,-1.923512,17264
17,0.4422377,-1.97585,19656
18,0.4410836,-1.882443,22008
19,0.4394756,-1.93197,24608
20,0.4304228,-1.902871,27397
21,0.4227653,-1.460663,30266
22,0.418283,-0.835942,33644
23,0.4105369,-0.2831205,37448
24,0.4083749,-0.02639637,41526
25,0.4140357,0.06446408,45692
26,0.4158688,-0.03528195,49926
27,0.423048,-0.2203427,55511
28,0.4328119,-0.5524614,61711
29,0.4335694,-0.4626935,67484
30,0.4366631,-0.2678592,72738
31,0.4366221,-0.06308213,77742
32,0.4328407,0.0588697,83023
33,0.4295564,0.1555664,88413
34,0.4246723,0.25628,94127
35,0.4206389,0.3845704,99605
36,0.4171196,0.4172285,105341
37,0.4111655,0.3988025,110811
38,0.407669,0.3367509,115799
39,0.4075901,0.2799422,119970
40,0.4090044,0.3696829,123837
41,0.4093139,0.4527475,127694
42,0.4109105,0.4675834,131336
43,0.4110274,0.3971331,134858
44,0.4099505,0.3421467,137664
45,0.4079511,0.315364,139869
46,0.4063523,0.2905312,141989
47,0.4059078,0.3090881,143462
48,0.405403,0.3086593,144873
49,0.4053043,0.37903,146305
50,0.4059243,0.468906,147586
51,0.4065605,0.515991,148592
52,0.4074306,0.5844924,149409
53,0.4081542,0.625388,149887
54,0.4087281,0.6470248,150413
55,0.4089321,0.6745495,151040
56,0.4093404,0.7059265,151527
57,0.4091396,0.6945223,151759
