radius,mean_patchiness,mean_phi,num_points
2,0.2203519,5.755079,78
3,0.27452,4.199251,316
4,0.3374061,2.385431,936
5,0.3112085,0.6926312,1607
6,0.3182195,-0.1679112,2443
7,0.3550408,-0.6570675,3545
8,0.3870656,-1.067628,4899
9,0.386504,0.5223761,6150
10,0.3681325,1.232036,7470
11,0.3622956,1.657766,9180
12,0.3540671,2.021711,11255
13,0.3336164,2.343287,13199
14,0.3408993,2.655627,15112
15,0.3546821,3.247803,16801
16,0.3719945,3.999732,18689
17,0.3841082,4.381491,20908
18,0.3873095,4.408845,23530
19,0.3830115,4.448337,26157
20,0.3819989,4.277042,29235
21,0.3862585,4.232307,32643
22,0.3905759,4.386574,36432
23,0.3909117,4.317208,40201
24,0.3923291,4.248759,44196
25,0.3971719,4.249068,48142
26,0.3990441,4.244679,52058
27,0.3993669,3.964257,55833
28,0.3966564,3.784403,59326
29,0.3930785,3.602922,63110
30,0.3909179,3.615437,67225
31,0.3895711,3.497747,71106
32,0.3884197,3.276958,74978
33,0.3828607,3.265533,79096
34,0.380234,3.323847,83380
35,0.379253,3.356609,87497
36,0.3794468,3.37272,91893
37,0.3802192,3.323095,97049
38,0.385272,3.330486,101932
39,0.3867258,3.317411,106224
40,0.3879931,3.248043,109789
41,0.3898357,3.199599,112830
42,0.3904438,3.215469,115037
43,0.3916054,3.119193,117315
44,0.3921248,2.994398,119859
45,0.3940796,2.90943,121951
46,0.3967444,2.894865,123992
47,0.3996912,2.939378,126019
48,0.4012142,3.016365,127335
49,0.4020942,3.022664,128065
50,0.4031432,3.045558,128751
51,0.404396,3.075482,129231
52,0.4051726,3.133116,129571
53,0.4054812,3.187509,129824
54,0.4055031,3.21493,129960
55,0.40548,3.214732,129971
