radius,mean_patchiness,mean_phi,num_points
2,0.609525,-5.980546,64
3,0.4311684,-13.98778,410
4,0.4073745,-10.40944,814
5,0.38478,-5.468824,1213
6,0.3586725,-2.355745,1738
7,0.3395571,-0.1161892,2398
8,0.3510405,1.460159,3142
9,0.3666639,1.856807,3837
10,0.3803782,2.86229,4582
11,0.4044274,3.906252,5478
12,0.4265935,4.442604,6637
13,0.4379765,5.012809,7714
14,0.4424868,4.83416,8761
15,0.4478999,4.818132,9940
16,0.4481962,4.572035,11250
17,0.45427,4.726926,12954
18,0.4618354,5.064916,14378
19,0.46681,5.151254,16074
20,0.4660342,5.313388,18051
21,0.4598772,5.428229,19882
22,0.447757,5.260746,21883
23,0.4397,4.965823,24081
24,0.4311472,4.55181,26576
25,0.425332,4.150164,29824
26,0.4246141,3.528679,33282
27,0.4282859,3.329628,36796
28,0.4308752,3.255033,40098
29,0.4317538,3.198154,42657
30,0.4342082,3.248694,45242
31,0.4353379,3.252504,47535
32,0.43648,3.127536,49852
33,0.4332956,3.154976,52139
34,0.4327508,3.230613,54668
35,0.433832,3.310709,57319
36,0.4335479,3.358487,59423
37,0.4344315,3.397835,61813
38,0.4365723,3.405261,64120
39,0.4393643,3.406807,66450
40,0.4430711,3.511637,68917
41,0.4474113,3.770382,71303
42,0.4499499,3.945658,73737
43,0.4513692,4.076312,76407
44,0.4515989,4.155337,78915
45,0.4513636,4.140249,80877
46,0.4507863,4.168977,82661
47,0.4502931,4.231329,84333
48,0.4491576,4.294855,86034
49,0.4489907,4.28286,87573
50,0.4492407,4.262875,89163
51,0.4485185,4.1994,90820
52,0.4478025,4.204314,92295
53,0.4460682,4.168494,93589
54,0.4435124,4.101421,94883
55,0.442579,4.047619,95980
56,0.442711,4.015241,96918
57,0.4435895,3.983371,97761
58,0.4442095,3.893843,98637
59,0.4455537,3.774801,99667
60,0.4460195,3.689393,100380
61,0.4458357,3.63496,101084
62,0.445047,3.596871,101811
63,0.4445984,3.577751,102106
64,0.4446478,3.575985,102271
65,0.4450782,3.603504,102391
66,0.4456187,3.638302,102502
67,0.4460213,3.667371,102583
