radius,mean_patchiness,mean_phi,num_points
2,0.5736516,-4.905715,30
3,0.3215199,5.204382,289
4,0.2979941,2.181142,827
5,0.3267639,2.537031,1412
6,0.3553289,2.464116,2217
7,0.3721793,0.8006853,3416
8,0.409211,-0.1273621,5138
9,0.4372163,-0.2816294,7013
10,0.4439697,-0.4612879,9193
11,0.4442326,-0.1562458,11648
12,0.4436021,0.5322677,14584
13,0.4477476,0.7569951,17588
14,0.4527306,0.2946937,20922
15,0.4541348,-0.4012919,24821
16,0.4572773,-0.9996617,28628
17,0.4567541,-1.185522,32432
18,0.4566506,-1.622793,37192
19,0.4642407,-1.498643,43899
20,0.4645233,-1.365057,50014
21,0.4618795,-1.278617,56710
22,0.4584056,-0.8200327,62510
23,0.4498219,-0.6717366,68349
24,0.4392408,-0.6226478,74111
25,0.43045,-0.4194237,80775
26,0.427633,-0.2590313,88283
27,0.423936,-0.1396837,96541
28,0.4188765,0.01136135,104421
29,0.4168981,0.1245112,110965
30,0.4165896,0.1521752,116251
31,0.41599,0.1472696,120609
32,0.4126647,0.2569629,124894
33,0.4095573,0.2999271,129065
34,0.4078849,0.1866827,133223
35,0.407266,0.1558819,137783
36,0.4069435,0.1902491,141532
37,0.4087771,0.2632734,144884
38,0.4120951,0.3602528,147903
39,0.4146856,0.4825718,150707
40,0.4169603,0.5616443,153633
41,0.4173544,0.6772459,156020
42,0.4164503,0.6906418,158057
43,0.4153202,0.6736485,160061
44,0.4141913,0.6481693,162529
45,0.4128001,0.6346246,164465
46,0.4117443,0.6099145,166281
47,0.4107383,0.5988172,168327
48,0.4091732,0.5961364,170729
49,0.4094403,0.6356075,173401
50,0.410857,0.7419473,176127
51,0.4126969,0.9512704,178562
52,0.4157433,1.077051,180724
53,0.4184334,1.179791,182583
54,0.4204997,1.264369,184494
55,0.4223933,1.361609,186208
56,0.4243805,1.493403,187530
57,0.4251452,1.538069,188063
58,0.4254574,1.5697,188222
