patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
16.29022,28128,0.1788,-5.052369,41.18897,7.743419,-8.711,41.17,5.207,5.558728,49.96532
18.73024,3137,0.0199,-7.379891,50.47869,28.02758,-7.172,50.504,27.93,17.54776,59.4939
21.93032,2954,0.0188,0.9370373,61.64688,16.47354,0.382,60.512,15.986,18.94983,50.22643
16.94007,23223,0.1476,18.89157,33.2564,29.20573,22.442,31.27,28.483,29.66805,39.57834
13.85596,1875,0.0119,1.627884,43.68821,11.20421,-0.187,43.491,11.449,5.034877,1.205271
