surface_dist,mean_patchiness,mean_phi,num_points
2,0.9092495,29.92077,171
3,0.8267927,26.52237,354
4,0.7894394,20.98869,584
5,0.7737864,16.16095,901
6,0.7326366,11.70964,1348
7,0.6532311,8.517589,1883
8,0.5823551,7.294242,2540
9,0.5264586,7.520727,3320
10,0.4840335,7.716814,4141
11,0.4488386,7.940366,5083
12,0.4158362,8.237404,6139
13,0.3850733,8.129715,7390
14,0.3758369,7.569186,8787
15,0.3886069,6.462674,10236
16,0.4027695,5.360906,11758
17,0.4077471,4.394446,13384
18,0.4056068,3.378947,15190
19,0.4047489,2.604111,17132
20,0.4069988,2.280889,19071
21,0.4064022,1.861235,21098
22,0.4060903,1.451923,23086
23,0.4085982,1.196664,25137
24,0.4127407,1.166189,27178
25,0.4124211,0.958494,29186
26,0.4087562,0.7979929,31247
27,0.4085066,0.7284484,33462
28,0.4119766,0.6805781,35681
29,0.4126896,0.509778,38124
30,0.4116055,0.4471765,40637
31,0.4087728,0.6079091,43208
32,0.4028326,0.8368335,45922
33,0.3971347,0.8899112,48816
34,0.3926084,0.9033997,51815
35,0.3897894,0.8723945,54952
36,0.3872075,0.9703118,58203
37,0.3886198,1.194328,61538
38,0.3901147,1.388555,64741
39,0.3900185,1.479726,67445
40,0.3896221,1.549228,69839
41,0.388975,1.475772,72173
42,0.388323,1.382819,74413
43,0.3884594,1.358546,76405
44,0.3896281,1.415495,78001
45,0.3897162,1.571966,79426
46,0.3904112,1.78167,80696
47,0.3922184,1.961967,81673
48,0.3942448,2.083176,82486
49,0.3952601,2.051888,83118
50,0.3958994,2.037491,83690
51,0.3963672,2.015198,84174
52,0.3971078,1.979973,84497
53,0.3976166,1.958876,84593
