radius,mean_patchiness,mean_phi,num_points
2,0.5666007,-4.808258,41
3,0.4991639,-7.424072,413
4,0.4057013,-5.524619,1043
5,0.4438902,-6.53213,1502
6,0.4369057,-6.542128,1963
7,0.4059297,-6.07819,2555
8,0.3892528,-5.503473,3249
9,0.3765292,-4.856125,4106
10,0.3708127,-4.957618,5098
11,0.3821283,-4.759279,6337
12,0.4055979,-4.15387,7900
13,0.4116171,-3.245009,9589
14,0.3979262,-3.047349,11322
15,0.3937328,-2.697992,13352
16,0.3898734,-2.114331,15469
17,0.3794715,-1.754064,17630
18,0.3682385,-1.605128,20002
19,0.3608949,-1.285906,22555
20,0.3573848,-1.056638,25044
21,0.3616493,-0.8420004,27539
22,0.3669308,-0.5134327,30245
23,0.3736111,-0.1543397,33460
24,0.3783866,0.0366765,37617
25,0.3809123,0.2339167,41923
26,0.3827646,0.4165778,46883
27,0.38789,0.3730402,50944
28,0.3882615,0.6395252,54967
29,0.3851251,0.9413996,59045
30,0.388215,1.177325,62549
31,0.3931641,1.229361,65815
32,0.3984932,1.326137,69030
33,0.4023987,1.438997,71990
34,0.4056023,1.590896,75437
35,0.4103962,1.786137,79370
36,0.4150919,1.883824,83563
37,0.4165163,1.931557,88245
38,0.4160908,2.031116,93043
39,0.4158417,2.123836,97148
40,0.4143797,2.261447,101956
41,0.4101396,2.291644,107119
42,0.405128,2.291629,111817
43,0.4024678,2.238998,116245
44,0.4017269,2.167142,120543
45,0.4016155,2.166708,125305
46,0.4008827,2.231514,129842
47,0.4004772,2.267797,134360
48,0.4015159,2.317148,138809
49,0.4020125,2.337371,143975
50,0.4046271,2.331012,149172
51,0.4051164,2.238965,152404
52,0.4055882,2.218652,154745
53,0.4063018,2.262969,156292
54,0.4069489,2.284568,157421
55,0.407685,2.294664,158090
56,0.4080722,2.326747,158644
57,0.4078454,2.310397,158992
58,0.4077165,2.299304,159200
59,0.4077562,2.297139,159216
