radius,mean_patchiness,mean_phi,num_points
2,0.8921303,-10.74671,114
3,0.787657,-22.99649,632
4,0.7189614,-19.7979,1199
5,0.6045467,-14.59303,1739
6,0.5207624,-10.94332,2368
7,0.4576831,-8.574857,3222
8,0.3940397,-6.692473,4486
9,0.3547775,-4.831059,5623
10,0.341064,-2.604053,6735
11,0.3425598,-1.369022,7985
12,0.3482123,-0.6345716,9265
13,0.3576679,0.08322474,10799
14,0.3617631,0.4358596,12687
15,0.3657654,1.30581,14855
16,0.3659737,1.543621,16551
17,0.3652461,1.443321,18446
18,0.3724095,1.722448,20222
19,0.3817603,1.965723,22539
20,0.386312,1.906892,25084
21,0.3968026,2.361685,28245
22,0.4009457,3.002627,31534
23,0.3998523,3.113523,34744
24,0.3941573,3.337629,38134
25,0.3917189,3.370983,41423
26,0.3924528,3.290053,45063
27,0.3951005,3.048103,48398
28,0.3979562,2.897807,51388
29,0.4009078,2.888342,54653
30,0.4081003,2.85441,58050
31,0.4156933,2.764858,61122
32,0.4181014,2.701375,63855
33,0.4186698,2.522999,66476
34,0.4169054,2.454593,68989
35,0.4147889,2.540291,71757
36,0.4158238,2.566449,74242
37,0.4163156,2.502752,76660
38,0.4185375,2.374667,78977
39,0.4186459,2.326909,80537
40,0.4172669,2.314272,81380
41,0.4163099,2.297506,82260
42,0.4159317,2.286356,83184
43,0.4169005,2.308451,83806
44,0.4165486,2.302646,84111
