radius,mean_patchiness,mean_phi,num_points
2,0.9339803,21.64421,117
3,0.6855167,28.49133,620
4,0.4936773,14.51027,1146
5,0.4346584,8.051397,1677
6,0.4212337,4.117997,2287
7,0.4432914,1.273712,3381
8,0.4077702,0.5492355,4580
9,0.3973207,0.4273798,5674
10,0.3919362,0.3860847,6686
11,0.380769,0.2267017,7756
12,0.3728482,0.1479589,9051
13,0.3581592,-0.03777269,10574
14,0.3526267,0.195992,12396
15,0.3594435,0.2224949,14118
16,0.3658872,0.327313,15656
17,0.3878147,0.4340753,17326
18,0.4025897,0.3062167,18930
19,0.4026813,0.2397733,20647
20,0.3989687,0.2239035,22597
21,0.3989761,0.3549611,24443
22,0.3961724,0.1646439,26967
23,0.3913998,-0.1352068,29257
24,0.3886391,-0.24952,31534
25,0.3882066,-0.3545165,33317
26,0.381959,-0.3653211,34976
27,0.3745174,-0.3659042,36833
28,0.3725279,-0.608368,38086
29,0.372252,-0.7973652,39247
30,0.3722814,-0.8952053,39759
