radius,mean_patchiness,mean_phi,num_points
2,0.2238324,-0.5990143,107
3,0.4451427,-12.42816,640
4,0.4414616,-9.33825,1264
5,0.3731264,-7.050506,1708
6,0.3383271,-5.73268,2164
7,0.3089501,-4.989599,2710
8,0.2878238,-3.83849,3356
9,0.2545655,-2.613656,4205
10,0.2537382,-2.220129,5424
11,0.2744153,-1.089327,6939
12,0.296158,0.2488532,8442
13,0.332147,1.061359,10136
14,0.3606034,1.88828,11961
15,0.3580586,1.763878,13585
16,0.3478941,1.694776,15204
17,0.345274,1.577133,16978
18,0.3483395,1.28277,18957
19,0.3558821,0.9893685,21240
20,0.3687207,0.880422,23697
21,0.3736759,1.224987,25961
22,0.3721428,1.484542,28366
23,0.375463,1.631819,31054
24,0.3789704,1.697938,33784
25,0.3813674,1.790912,36885
26,0.3954107,1.850747,40853
27,0.4040567,1.781858,46110
28,0.4084007,1.53946,51607
29,0.4158811,1.267403,57946
30,0.4200757,1.250978,63714
31,0.4211363,1.444534,69965
32,0.4211496,1.759974,75884
33,0.4202344,2.10879,81646
34,0.4166021,2.205225,86883
35,0.4135162,2.297249,92503
36,0.4124701,2.334289,97854
37,0.4114847,2.358716,103048
38,0.4098977,2.456032,108183
39,0.4080897,2.501289,113401
40,0.4068542,2.463921,118092
41,0.405936,2.374321,122611
42,0.4052125,2.304375,126649
43,0.4015926,2.23353,130889
44,0.3995028,2.173306,134865
45,0.398155,2.118299,138569
46,0.3988276,2.068351,142006
47,0.3992448,2.074444,144904
48,0.3996148,2.077943,147325
49,0.4016888,2.161499,149697
50,0.4040799,2.131745,151437
51,0.4058401,2.128906,152787
52,0.4072886,2.103995,154055
53,0.4076619,2.078246,155501
54,0.4072748,2.072532,156639
55,0.4069212,2.071345,157427
56,0.4075461,2.081808,158253
57,0.4086465,2.091391,159047
58,0.4099791,2.120725,159592
59,0.4103056,2.149119,159825
60,0.4101596,2.164118,159992
61,0.4097856,2.168396,160169
62,0.4095499,2.188596,160355
