patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
14.99713,2164,0.019,3.286282,11.70032,-1.539012,3.327,11.805,-1.597,31.9898,39.37968
15.96002,13404,0.1174,17.24895,-3.245705,14.85117,17.675,-4.28,16.923,28.18117,42.06042
18.45045,11513,0.1008,24.76073,23.32644,-3.920318,25.659,22.031,-4.342,31.81182,38.27381
9.719574,1169,0.0102,21.22677,2.667835,-17.75634,21.69,2.726,-18.119,13.37071,16.86964
14.62476,7503,0.0657,34.44077,-1.639315,-4.083475,35.616,-1.015,-5.368,11.97058,18.30301
