surface_dist,mean_patchiness,mean_phi,num_points
2,0.2322197,2.866005,181
3,0.2719136,4.077769,414
4,0.2745261,1.993058,740
5,0.2390032,-0.3121819,1201
6,0.2081806,-1.283169,1838
7,0.2079962,-0.3593599,2615
8,0.2313622,0.003455051,3533
9,0.2517335,0.07065573,4538
10,0.2675054,0.4286529,5472
11,0.2808668,0.2861887,6450
12,0.2926819,0.01145643,7466
13,0.3157412,-0.2966507,8609
14,0.3518772,-0.07240699,9973
15,0.3830749,-0.03242092,11514
16,0.3986489,-0.3156344,13259
17,0.4039131,-0.3949987,15209
18,0.4122404,0.1832367,17270
19,0.4251529,0.7464166,19586
20,0.4360608,1.142145,22031
21,0.4396828,1.268278,24503
22,0.4417702,1.538519,26931
23,0.4422903,1.649599,29670
24,0.4407329,1.60328,32525
25,0.4442801,1.275332,35535
26,0.4515097,0.9582195,38634
27,0.4586101,0.6558923,41758
28,0.4650889,0.5616992,45093
29,0.4665055,0.4815806,48470
30,0.4654216,0.3714823,52010
31,0.4661726,0.4500866,55669
32,0.4655366,0.5131642,59233
33,0.4635096,0.4783925,62594
34,0.4601544,0.4683948,65920
35,0.4571218,0.4937778,69409
36,0.4563468,0.6369563,73049
37,0.4570457,0.8062369,76756
38,0.4563316,0.8760784,80409
39,0.4550676,0.9660977,84120
40,0.4554321,1.037811,87884
41,0.4548379,0.9885466,91735
42,0.453841,0.9065686,95741
43,0.4532782,0.7818404,99685
44,0.4529578,0.6732978,103564
45,0.4522369,0.5837666,107298
46,0.4502479,0.3802239,111193
47,0.4478548,0.1886929,115185
48,0.4472809,-0.01150916,119136
49,0.4484249,-0.1134186,123084
50,0.4498431,-0.1282173,126930
51,0.4509958,-0.02231625,130860
52,0.4518766,0.02924311,134840
53,0.4512888,0.08816987,138666
54,0.450078,0.1083925,142110
55,0.4488021,0.1272082,145297
56,0.4471158,0.1482473,148284
57,0.4459692,0.1687924,150994
58,0.4449776,0.2131444,153657
59,0.4446775,0.2644172,156343
60,0.4449626,0.3202592,158942
61,0.4453011,0.4291265,161144
62,0.4453521,0.5398132,163212
63,0.4444007,0.5887399,164836
64,0.4433889,0.6133319,166260
65,0.4434269,0.617259,167195
66,0.4443945,0.6183693,167691
67,0.4448518,0.6253687,167848
