radius,mean_patchiness,mean_phi,num_points
3,0.9331812,29.26691,73
4,0.8683663,22.96167,211
5,0.876617,21.7572,435
6,0.8512983,20.46831,798
7,0.8231688,20.69731,1383
8,0.7636515,17.68303,2279
9,0.7145174,15.08233,3519
10,0.6945077,13.12408,5459
11,0.6559877,11.84831,8430
12,0.6375792,10.88417,11858
13,0.6024166,10.18922,15887
14,0.5859833,9.55379,20181
15,0.5705382,8.903798,24810
16,0.5614427,7.84509,30151
17,0.5494092,6.895124,36596
18,0.5332451,6.222368,42704
19,0.5244853,5.992473,48457
20,0.5224076,5.883163,54340
21,0.5201261,5.876587,60654
22,0.5141292,5.7838,68419
23,0.5046672,5.650814,77574
24,0.4960974,5.782978,87553
25,0.4925151,5.806537,97061
26,0.485286,5.516741,106588
27,0.4825057,5.266994,114966
28,0.4807408,4.943747,122132
29,0.4755256,4.73064,128959
30,0.4708197,4.613354,134836
31,0.466605,4.538482,140118
32,0.4619858,4.444885,145252
33,0.4605621,4.300805,149234
34,0.4600782,4.241943,151913
35,0.4585178,4.204538,153884
36,0.4576577,4.142556,155706
37,0.4579532,4.12658,157325
38,0.4582269,4.109789,158758
39,0.4585736,4.079341,160276
40,0.4583003,4.022477,162379
41,0.457072,4.040969,164634
42,0.4562703,4.07522,166758
43,0.4561757,4.097079,168620
44,0.4568996,4.078721,169463
45,0.4574775,4.10175,169663
