radius,mean_patchiness,mean_phi,num_points
2,0.978394,41.04311,88
3,0.7605058,36.04292,358
4,0.5832381,24.23512,551
5,0.4557601,16.77642,782
6,0.4105391,11.53525,1071
7,0.4324023,7.098228,1435
8,0.455168,3.611094,1900
9,0.4740223,1.643578,2438
10,0.4610397,0.3028121,3230
11,0.4457414,0.6163794,3969
12,0.4513052,0.1397296,4837
13,0.4632559,0.2056633,5816
14,0.4667989,-0.1573442,6894
15,0.4659416,-0.4150197,8028
16,0.4583271,-0.3015454,9279
17,0.4547822,-0.4653099,10729
18,0.4533665,-0.6818283,12187
19,0.4455426,-0.9088731,13937
20,0.4418989,-1.404295,15771
21,0.436636,-1.553763,17640
22,0.4245202,-1.772542,20111
23,0.4164988,-1.877623,22706
24,0.4120388,-1.943345,25307
25,0.4080654,-2.036734,27808
26,0.4032934,-2.179904,30293
27,0.3959452,-2.31028,32453
28,0.3929306,-2.416029,34574
29,0.386813,-2.534164,36655
30,0.3792058,-2.572679,38299
31,0.3704494,-2.627996,39814
32,0.3594754,-2.612273,41421
33,0.3502115,-2.528823,42737
34,0.342694,-2.434633,44004
35,0.3353585,-2.375797,45204
36,0.3296181,-2.433377,46525
37,0.3246013,-2.462542,47863
38,0.3195124,-2.464004,49272
39,0.3149583,-2.449126,50623
40,0.3112397,-2.449348,51923
41,0.3074326,-2.443036,53227
42,0.3028232,-2.380957,54488
43,0.2986452,-2.306833,55754
44,0.2949343,-2.229155,57011
45,0.2920507,-2.159725,58416
46,0.2907452,-2.04432,60072
47,0.2911817,-1.916952,61823
48,0.2927527,-1.81163,63606
49,0.2946728,-1.632106,65458
50,0.2984568,-1.318315,67462
51,0.3022763,-1.153925,69635
52,0.3059975,-1.040073,72022
53,0.3110181,-0.9640967,74023
54,0.3176794,-0.8064896,75971
55,0.3227219,-0.6427416,77962
56,0.3271353,-0.5882273,79457
57,0.3312372,-0.5528818,80860
58,0.3336712,-0.5015965,82122
59,0.3356859,-0.4089155,83233
60,0.3376969,-0.3677128,84237
61,0.3397003,-0.3779728,85344
62,0.3411455,-0.4417418,86435
63,0.3419683,-0.5012246,87429
64,0.3414154,-0.5340014,88363
65,0.3409398,-0.5686233,89238
66,0.3419758,-0.6271142,90332
67,0.3443147,-0.6857594,91355
68,0.3466692,-0.7158435,92578
69,0.3474635,-0.6772009,93944
70,0.348794,-0.643014,95036
71,0.3503518,-0.5597867,96268
72,0.3520129,-0.4498633,97581
73,0.3530727,-0.4051109,98720
74,0.3531948,-0.3358505,99805
75,0.3534385,-0.2657093,100791
76,0.3539548,-0.2260482,101886
77,0.3546836,-0.2230727,102944
78,0.3559711,-0.2426325,104071
79,0.3568245,-0.2605954,105375
80,0.3576123,-0.2917682,106511
81,0.3576933,-0.3258839,107493
82,0.3577604,-0.3302266,108422
83,0.3580169,-0.3253973,109226
84,0.3585932,-0.3161313,110127
85,0.3587935,-0.3128646,111148
86,0.3591065,-0.3014653,112067
87,0.3592231,-0.2715296,112816
88,0.3587104,-0.2732745,113399
89,0.3589411,-0.2415673,113867
90,0.3595268,-0.1794272,114379
91,0.3605191,-0.1248598,115015
92,0.3609561,-0.1256804,115429
93,0.3613278,-0.1253065,115839
94,0.3618199,-0.1583557,116104
95,0.3624195,-0.1896874,116295
96,0.3627967,-0.2105941,116372
97,0.3628457,-0.2152387,116383
