radius,mean_patchiness,mean_phi,num_points
2,0.5063809,11.46337,62
3,0.5653157,13.00574,235
4,0.5178521,7.763904,482
5,0.4425695,5.690456,854
6,0.4486195,8.533758,1442
7,0.4501069,10.13957,2495
8,0.4495833,9.651386,3937
9,0.4152946,8.38716,5307
10,0.3894649,7.434661,6729
11,0.3790832,6.838326,8365
12,0.3525498,5.404038,10602
13,0.3317421,4.395617,12774
14,0.3264192,4.299677,15309
15,0.3197709,3.911838,17372
16,0.3204573,3.345754,19518
17,0.3229021,2.950837,21808
18,0.3240884,2.773197,24481
19,0.3229185,2.544559,26723
20,0.3220866,2.431329,28884
21,0.3224656,2.420296,30947
22,0.3241265,2.41628,33095
23,0.3267532,2.443354,35450
24,0.3250507,2.453801,37728
25,0.3241571,2.429169,40118
26,0.325058,2.515149,42437
27,0.3244171,2.698393,45140
28,0.3237293,2.785564,47579
29,0.3262092,2.872976,49642
30,0.3286642,2.861664,51551
31,0.3320641,2.858899,53349
32,0.3328035,2.860661,54692
33,0.3337433,2.833889,55838
34,0.3341565,2.72838,56904
35,0.3333892,2.648548,57869
36,0.3310705,2.664084,58771
37,0.3299987,2.689667,59610
38,0.3303552,2.784159,60561
39,0.3311691,2.816839,61540
40,0.3341075,2.820433,62481
41,0.3353145,2.853943,63071
42,0.3350723,2.911123,63648
43,0.3354585,2.932619,64170
44,0.3368692,2.97428,64727
45,0.3370562,2.995734,65164
46,0.3377583,3.006327,65519
47,0.3390362,3.032868,65884
48,0.3407128,3.04947,66241
49,0.3424424,3.080509,66646
50,0.344135,3.123576,67099
51,0.3462549,3.199413,67655
52,0.3493996,3.338937,68126
53,0.3521041,3.456421,68447
54,0.3532334,3.525209,68577
55,0.3540368,3.568189,68670
