surface_dist,mean_patchiness,mean_phi,num_points
2,0.9998143,21.43869,105
3,0.9937576,21.07999,217
4,0.9717169,19.47567,359
5,0.9261492,17.8032,517
6,0.8937165,16.07922,701
7,0.8547266,14.93135,905
8,0.8113349,14.6261,1138
9,0.7774512,14.03431,1402
10,0.724921,12.42401,1643
11,0.6667464,10.32559,1929
12,0.6252148,8.030704,2295
13,0.6145023,6.096605,2742
14,0.6080199,5.14736,3278
15,0.5806396,4.342556,3929
16,0.545803,3.480109,4695
17,0.5111867,3.547017,5587
18,0.4877295,3.415435,6534
19,0.4779095,3.060566,7604
20,0.4792387,2.836565,8730
21,0.4764606,2.654629,9779
22,0.4686131,2.475195,10857
23,0.4653154,2.217604,11930
24,0.4656769,1.851396,13078
25,0.4648148,1.580819,14263
26,0.4622878,1.476282,15419
27,0.4557663,1.335339,16556
28,0.4486572,1.221408,17804
29,0.4454683,1.179095,19146
30,0.446675,1.479088,20429
31,0.4496143,1.71262,21703
32,0.4506291,1.828586,23050
33,0.4479962,1.78791,24514
34,0.4436251,1.711656,26020
35,0.440164,1.50397,27607
36,0.4370063,1.380323,29322
37,0.4329561,1.349063,31094
38,0.4272968,1.461262,32841
39,0.4211711,1.41838,34696
40,0.4155472,1.293285,36659
41,0.4129673,1.097434,38665
42,0.4141371,0.8278781,40657
43,0.4161216,0.5644248,42770
44,0.417141,0.4070924,44927
45,0.4196124,0.3400807,47182
46,0.4248323,0.3044639,49586
47,0.4305783,0.3233483,52039
48,0.4328497,0.398162,54412
49,0.4350344,0.4481512,56680
50,0.4378644,0.4431909,59017
51,0.4404663,0.4626266,61364
52,0.4410983,0.4870641,63712
53,0.43942,0.5923238,66046
54,0.4380997,0.7637714,68385
55,0.4392315,0.9827024,70880
56,0.4422229,1.131264,73497
57,0.4454027,1.177029,76200
58,0.4479765,1.188061,79036
59,0.4508057,1.197523,82007
60,0.4535688,1.161099,85047
61,0.4565653,1.095,88137
62,0.4598303,1.037314,91169
63,0.4620395,1.037985,94166
64,0.4630136,0.9827734,97106
65,0.4638257,0.8620441,100033
66,0.4650192,0.7744743,103074
67,0.4672862,0.727141,106290
68,0.46942,0.6968135,109535
69,0.4700207,0.7101336,112730
70,0.4688079,0.7725137,116060
71,0.4676706,0.8836246,119516
72,0.4668942,0.9743305,122834
73,0.4657609,1.073608,126203
74,0.4644642,1.142678,129179
75,0.4638694,1.210059,131806
76,0.4637311,1.254277,134144
77,0.4634633,1.245644,136031
78,0.4635676,1.210751,137643
79,0.4640553,1.189019,139036
80,0.464169,1.176035,140386
81,0.4639044,1.166471,141823
82,0.4634029,1.153571,143238
83,0.462478,1.176473,144645
84,0.4613601,1.193169,146052
85,0.460448,1.181705,147415
86,0.4595499,1.146398,148688
87,0.4580903,1.108155,149912
88,0.4567698,1.093375,151081
89,0.4560499,1.098172,152228
90,0.45568,1.110728,153380
91,0.4552649,1.105651,154523
92,0.4550894,1.082953,155628
93,0.4550321,1.056681,156644
94,0.4549066,1.039528,157425
95,0.4545816,1.019809,157995
96,0.4543526,1.011711,158442
97,0.4541576,1.01597,158705
98,0.4540033,1.019652,158906
99,0.4539336,1.021296,159025
100,0.4539263,1.021313,159028
