surface_dist,mean_patchiness,mean_phi,num_points
2,0.4630246,-6.018892,187
3,0.4601314,-7.260164,397
4,0.4488548,-9.808949,708
5,0.3882342,-10.63565,1145
6,0.3413117,-8.768966,1671
7,0.3281006,-6.773296,2321
8,0.3378027,-5.617901,3081
9,0.3334705,-4.623008,3938
10,0.3125857,-3.864562,4815
11,0.2995934,-3.788513,5708
12,0.2882982,-3.750823,6659
13,0.2752221,-3.364988,7623
14,0.2780088,-3.108841,8658
15,0.2958885,-3.111874,9813
16,0.3127385,-3.210566,11136
17,0.330163,-2.7506,12634
18,0.34793,-2.440949,14402
19,0.3681498,-2.130291,16265
20,0.3872412,-2.079973,18207
21,0.4064489,-2.288954,20298
22,0.4204199,-2.355602,22617
23,0.4253153,-2.288329,25058
24,0.4182422,-2.193912,27673
25,0.4103046,-2.006783,30397
26,0.4099653,-1.888896,33234
27,0.4106634,-1.938283,36105
28,0.411849,-2.01054,39154
29,0.4160572,-2.184775,42524
30,0.4213532,-2.337942,46222
31,0.4259581,-2.227783,49961
32,0.4293108,-1.958755,53815
33,0.4341615,-1.526112,57628
34,0.4409827,-1.045063,61323
35,0.4436426,-0.7406514,65092
36,0.4443054,-0.4842987,69095
37,0.4451404,-0.09902289,73176
38,0.443683,0.2074526,77292
39,0.4427603,0.3338078,81358
40,0.4417987,0.4110602,85108
41,0.4401102,0.6497401,88547
42,0.4376902,0.8562857,91783
43,0.4357695,1.044643,95127
44,0.4369313,1.331489,98765
45,0.440064,1.727122,102597
46,0.4435785,1.942562,106497
47,0.4456701,2.113283,110142
48,0.4457934,2.205398,113476
49,0.4455543,2.274538,116869
50,0.4458323,2.418006,120012
51,0.4467344,2.515531,123104
52,0.448645,2.555407,125956
53,0.4494606,2.54312,128646
54,0.4486077,2.533113,131208
55,0.4479733,2.564423,133522
56,0.4473516,2.59769,135889
57,0.44644,2.65877,138360
58,0.4447692,2.72066,140856
59,0.443146,2.731049,143180
60,0.442371,2.705638,145570
61,0.4410426,2.730857,147704
62,0.4407007,2.776978,149448
63,0.4413081,2.82019,150906
64,0.441683,2.850082,152118
65,0.4408572,2.837992,153252
66,0.4396995,2.825515,154463
67,0.4385618,2.813542,155650
68,0.4370434,2.799693,156532
69,0.4362224,2.814767,157099
70,0.435993,2.806651,157367
71,0.4360144,2.804431,157391
