radius,mean_patchiness,mean_phi,num_points
2,0.7881137,16.16267,12
3,0.6783185,19.37753,188
4,0.5850555,10.68741,469
5,0.5672444,7.66981,951
6,0.512764,4.724755,1779
7,0.4485806,1.520124,3066
8,0.4278632,0.5206711,4094
9,0.4465139,-0.5233092,5206
10,0.4315159,-0.9188755,6498
11,0.4109145,-0.4964128,7987
12,0.3902679,0.2531087,9399
13,0.3864568,1.492615,11069
14,0.4054251,2.083953,13465
15,0.4173101,2.331136,16168
16,0.417484,2.495993,18928
17,0.4143298,2.088156,22055
18,0.416906,1.704448,25117
19,0.4226401,1.422691,27817
20,0.4197614,1.448898,30239
21,0.4121818,1.317444,33333
22,0.412221,1.262643,36349
23,0.4154991,1.229396,39326
24,0.4173267,1.168777,42111
25,0.4163592,1.10256,44670
26,0.4147439,1.09381,47493
27,0.4121045,1.025828,50651
28,0.4096446,0.8433771,53728
29,0.4035804,0.8699016,56925
30,0.4006009,1.212637,60622
31,0.4033458,1.425825,64757
32,0.4054788,1.445406,68186
33,0.4050404,1.536572,70461
34,0.4029743,1.739938,72740
35,0.4047287,1.79789,74554
36,0.4086682,1.792359,75971
37,0.4121288,1.905362,77045
38,0.4132714,2.004975,78066
39,0.4131012,2.084875,79096
40,0.4127648,2.147869,80722
41,0.4133033,2.169544,82144
42,0.4148151,2.263338,83081
43,0.4162555,2.289193,83504
44,0.4168946,2.279021,83704
45,0.4172082,2.269912,83895
46,0.4168525,2.283293,84029
47,0.4165486,2.302646,84111
