surface_dist,mean_patchiness,mean_phi,num_points
2,0.8207177,12.20995,162
3,0.6303628,8.472118,356
4,0.5177439,6.507693,603
5,0.4462213,5.319929,899
6,0.3638491,3.81204,1216
7,0.2977041,2.36661,1656
8,0.3051579,1.435127,2120
9,0.3526167,1.354059,2645
10,0.4266134,1.666395,3192
11,0.4820855,2.167246,3858
12,0.5089904,1.841414,4697
13,0.518517,1.380344,5780
14,0.5198555,1.242061,7169
15,0.5202075,0.8761651,8740
16,0.5134647,0.4100001,10585
17,0.4992512,-0.02890646,12404
18,0.4895527,-0.227575,14167
19,0.4766401,-0.1264118,15934
20,0.4637758,-0.1973127,17774
21,0.4557749,-0.5271726,19644
22,0.44927,-0.8643401,21571
23,0.4397212,-0.8979228,23684
24,0.4261073,-0.7565225,26054
25,0.4171179,-0.8070359,28643
26,0.4152144,-0.9214434,31368
27,0.4167523,-1.086541,34347
28,0.4167812,-1.375517,37744
29,0.4171601,-1.561023,41470
30,0.4146458,-1.377479,45161
31,0.4118069,-1.284275,48820
32,0.4065727,-1.163882,52290
33,0.3976952,-1.102052,55631
34,0.3909608,-1.11424,59092
35,0.3884916,-1.148584,62746
36,0.3876143,-1.287199,66659
37,0.3881253,-1.296854,70721
38,0.3903968,-1.324153,74944
39,0.3937769,-1.439515,79274
40,0.3959028,-1.542125,83695
41,0.3970234,-1.719714,88280
42,0.3956357,-1.797331,92774
43,0.3930293,-1.810321,97079
44,0.3903838,-1.763374,101297
45,0.3892144,-1.738116,105639
46,0.3890123,-1.538114,110044
47,0.3886991,-1.385723,114696
48,0.3875986,-1.366294,119337
49,0.3859067,-1.410499,123693
50,0.3826827,-1.395728,127803
51,0.3803451,-1.32386,131677
52,0.378972,-1.246122,135072
53,0.3775415,-1.240151,137847
54,0.3767728,-1.217085,139567
55,0.3763305,-1.17928,141257
56,0.3755092,-1.146423,142715
57,0.3749566,-1.130346,143786
58,0.3748143,-1.12734,144625
59,0.3753965,-1.150027,145204
60,0.3761311,-1.178009,145452
61,0.3765028,-1.190903,145546
62,0.3765261,-1.191674,145552
