surface_dist,mean_patchiness,mean_phi,num_points
2,0.3746623,10.50102,173
3,0.3937414,8.809975,361
4,0.4071043,5.037355,632
5,0.3896831,2.547251,993
6,0.3767066,2.330775,1443
7,0.3812352,0.7152443,2048
8,0.3771272,-0.74143,2844
9,0.3567642,-1.330672,3868
10,0.3574823,-0.4533156,5071
11,0.3631832,-0.2246594,6425
12,0.3703748,-0.2191781,7948
13,0.3866387,0.1766749,9719
14,0.4063531,0.5951619,11703
15,0.4155803,0.4222334,13928
16,0.4218929,-0.07307878,16412
17,0.4228675,0.04797098,19051
18,0.4166619,0.3790301,21848
19,0.4146035,0.7237461,24866
20,0.4145828,0.9079503,28170
21,0.4112813,1.190564,31538
22,0.4105797,1.477412,35021
23,0.4117308,1.676087,38616
24,0.418087,1.79238,42504
25,0.4230829,1.723064,46432
26,0.4240329,1.450446,50541
27,0.4245787,1.242765,54926
28,0.4260365,0.9835727,59444
29,0.4272607,0.784767,63943
30,0.4286942,0.6259385,68192
31,0.4282027,0.5302063,72264
32,0.4256068,0.5661054,76250
33,0.4218847,0.7063168,80220
34,0.4177248,0.8403993,84272
35,0.4142898,0.8644865,88495
36,0.4102503,0.8563026,92836
37,0.4070508,0.8020962,97410
38,0.4052145,0.7150378,102185
39,0.4044022,0.7142602,106679
40,0.4037369,0.7142516,110868
41,0.4033377,0.6606182,114396
42,0.4033753,0.6231325,117556
43,0.4040136,0.578676,120433
44,0.4054607,0.5544167,123198
45,0.4080979,0.5505646,125891
46,0.411485,0.5642962,128314
47,0.4148233,0.6559458,130488
48,0.4179823,0.7712374,132477
49,0.4205004,0.8711554,134115
50,0.4221757,0.9760934,135546
51,0.4226619,1.032063,136756
52,0.4231251,1.07181,137726
53,0.4236104,1.107037,138589
54,0.42363,1.130957,139440
55,0.4230752,1.131327,139878
56,0.4221954,1.128609,140145
57,0.4217263,1.120277,140397
58,0.421703,1.111123,140590
59,0.4218476,1.106417,140724
60,0.4220255,1.104315,140790
61,0.4220316,1.104252,140792
