radius,mean_patchiness,mean_phi,num_points
2,0.00886831,0.1872371,143
3,0.229699,-3.248133,482
4,0.2938985,-4.972851,961
5,0.2872362,-2.929847,1439
6,0.2952262,-1.368256,2113
7,0.350573,-0.4395182,3065
8,0.3943487,-0.7794502,4045
9,0.4170226,-1.13151,4953
10,0.4334827,-0.6416367,5966
11,0.443938,0.3136176,7209
12,0.4483653,0.9640053,8499
13,0.4563897,1.396479,9988
14,0.4685018,1.951042,11747
15,0.4708262,2.712713,13983
16,0.4602289,2.713478,15958
17,0.4443083,2.594482,18215
18,0.4355426,2.189597,20765
19,0.4331153,1.872818,23148
20,0.4259287,1.631667,25349
21,0.4225104,1.534235,28072
22,0.4242477,1.229646,30835
23,0.4266848,0.8489231,34002
24,0.4351512,0.8691047,37496
25,0.4481585,1.181999,42060
26,0.4522035,1.510786,46420
27,0.4577067,2.050355,50261
28,0.460989,2.179234,53991
29,0.4598688,2.031876,58178
30,0.4532036,2.09173,62139
31,0.4460161,2.091831,66721
32,0.4379331,2.248438,72249
33,0.430939,2.394166,77537
34,0.4331141,2.542095,81019
35,0.4338876,2.692173,84093
36,0.431599,2.693124,85912
37,0.4299898,2.628053,87084
38,0.4298796,2.565187,87740
39,0.42944,2.548687,87961
40,0.4295692,2.543438,87996
