radius,mean_patchiness,mean_phi,num_points
2,0.8551382,33.27413,143
3,0.6330195,26.6388,802
4,0.5148119,15.96149,1272
5,0.4168096,13.52094,1655
6,0.3500001,10.94877,2119
7,0.3612255,9.234929,3031
8,0.3890565,8.504731,3866
9,0.4013579,7.953605,4738
10,0.4036516,6.41239,5764
11,0.4093983,4.459707,7108
12,0.4078956,2.949427,8727
13,0.4045518,2.284098,10373
14,0.4094874,1.915737,11972
15,0.4185455,2.181419,13825
16,0.423448,2.496741,16038
17,0.4355694,2.297936,18361
18,0.4437416,1.73317,20734
19,0.4488177,1.267716,23529
20,0.4562639,0.5027253,26511
21,0.4662496,-0.131426,29904
22,0.4825794,-0.9976067,33474
23,0.4957182,-1.692002,37077
24,0.5013599,-2.130637,40455
25,0.50752,-2.515727,43789
26,0.5086544,-2.748793,47905
27,0.5112045,-2.900553,51991
28,0.5176656,-3.142564,56422
29,0.5182921,-3.234452,61373
30,0.5179514,-3.148539,66555
31,0.5132503,-2.879859,71670
32,0.5059864,-2.734887,76551
33,0.5030327,-2.527533,81480
34,0.5035539,-2.463057,86195
35,0.503759,-2.520967,91645
36,0.5012665,-2.527868,96703
37,0.5002163,-2.527376,101497
38,0.5003853,-2.594402,105309
39,0.5004488,-2.635605,109149
40,0.5030984,-2.64746,113481
41,0.5023881,-2.562706,118052
42,0.5020652,-2.433874,122554
43,0.5007577,-2.404236,126914
44,0.4984696,-2.303939,131228
45,0.4954939,-2.196061,135247
46,0.493358,-2.098554,138857
47,0.4916855,-1.96914,142430
48,0.4901166,-1.873301,146423
49,0.4907433,-1.822854,149653
50,0.4919624,-1.732712,152746
51,0.4917124,-1.624515,155206
52,0.4907279,-1.622014,157103
53,0.4893063,-1.641693,158565
54,0.4876359,-1.621396,159840
55,0.4858507,-1.592252,161193
56,0.4845447,-1.597353,162294
57,0.483816,-1.598842,163022
58,0.4836454,-1.594134,163188
59,0.4832969,-1.590542,163336
60,0.4832892,-1.590172,163342
