radius,mean_patchiness,mean_phi,num_points
3,0.2988863,0.9173719,239
4,0.2799034,-2.210368,598
5,0.2358532,-0.7471055,1019
6,0.2255404,1.342388,1646
7,0.286129,1.327516,3411
8,0.3402844,0.6272456,5506
9,0.39122,1.751094,7124
10,0.4366505,2.537359,9240
11,0.4583573,3.007156,10917
12,0.4586807,2.760441,12539
13,0.4744797,2.182349,14628
14,0.4887642,1.605146,16534
15,0.5001473,1.217007,18575
16,0.4973258,1.277635,20683
17,0.4851157,1.913954,23227
18,0.4730996,2.132445,26206
19,0.4634325,2.55531,29313
20,0.4566738,2.969589,32400
21,0.4498444,3.216379,35304
22,0.4440364,3.189579,37813
23,0.4406935,2.90598,40952
24,0.4352153,2.663393,44635
25,0.426974,2.395878,48404
26,0.4261161,2.210274,52259
27,0.4290827,2.078078,56516
28,0.433946,1.973519,60660
29,0.4356795,1.879192,65248
30,0.4341417,1.860429,70068
31,0.4385756,1.981492,75005
32,0.4421785,1.922087,79390
33,0.443547,1.931011,84305
34,0.4396883,2.019237,90089
35,0.4343051,2.233913,96018
36,0.4313331,2.420989,101164
37,0.4292445,2.579482,105819
38,0.4299362,2.60187,110228
39,0.431005,2.717127,114714
40,0.4311779,2.785243,119229
41,0.4297806,2.691742,123852
42,0.4292255,2.620631,128248
43,0.4311285,2.533353,132481
44,0.4331865,2.599052,136203
45,0.4331977,2.520472,139990
46,0.4314135,2.473523,143699
47,0.4303071,2.499452,147056
48,0.4310974,2.55973,150348
49,0.4321582,2.583839,153378
50,0.4328908,2.610962,157167
51,0.4302137,2.658635,160528
52,0.4270439,2.638665,163397
53,0.4256823,2.623781,165799
54,0.4252583,2.635441,167695
55,0.4250519,2.616724,169595
56,0.425485,2.634775,171880
57,0.4266486,2.686306,174206
58,0.4286596,2.795481,176688
59,0.4310352,2.916747,178818
60,0.4315605,2.976484,180253
61,0.4308199,2.981445,181137
62,0.4302161,3.002616,181922
63,0.4295217,3.034298,182718
64,0.4295831,3.043026,183443
65,0.4300274,3.064779,184115
66,0.4299748,3.073616,184841
67,0.4296894,3.076753,185592
68,0.4296289,3.083881,186300
69,0.429441,3.093566,187045
70,0.4294814,3.1048,187754
71,0.4295723,3.111562,188497
72,0.4293616,3.134125,189475
73,0.4296926,3.115108,190171
74,0.4302514,3.088078,190887
75,0.4303229,3.057873,191694
76,0.4301966,3.025949,192272
77,0.4296505,3.022563,192515
78,0.4292888,3.019979,192680
79,0.4291871,3.01919,192729
