radius,mean_patchiness,mean_phi,num_points
2,0.3329747,6.506998,97
3,0.3404483,8.655723,628
4,0.3193953,2.820557,1277
5,0.3467313,0.9428298,2272
6,0.4522478,-1.644161,3741
7,0.4906557,-1.392548,4846
8,0.5069764,-0.0990753,5909
9,0.5028867,0.8029947,7210
10,0.4875356,1.517849,8535
11,0.4689251,1.923695,9932
12,0.455623,2.913069,11689
13,0.4520658,3.354978,13816
14,0.4580505,3.438915,15934
15,0.4524459,3.453162,17615
16,0.4465379,3.515847,19266
17,0.4367701,3.470804,21158
18,0.4279215,3.22765,23230
19,0.4250123,3.143554,25492
20,0.426936,3.045465,28070
21,0.4258047,2.983805,31055
22,0.4249554,3.00782,34570
23,0.4301435,3.247254,38247
24,0.4369752,3.202765,42542
25,0.4346005,3.092085,46578
26,0.4253058,2.920306,50826
27,0.4146868,2.872806,54512
28,0.4058517,2.93241,58188
29,0.3973299,2.9319,62041
30,0.3931624,3.003835,65681
31,0.3876951,2.997428,69742
32,0.3858696,3.089541,74121
33,0.3890646,3.129038,78541
34,0.3931024,3.220054,82944
35,0.393104,3.199748,87874
36,0.3950616,3.236789,92506
37,0.3968547,3.256698,96444
38,0.3994946,3.090709,100164
39,0.4025926,2.950396,103691
40,0.4066175,2.781657,106887
41,0.4086619,2.615264,110178
42,0.4082681,2.583333,113379
43,0.4080012,2.504803,116255
44,0.4078169,2.480905,118707
45,0.407515,2.499293,120621
46,0.407603,2.57019,122097
47,0.4072225,2.587722,122968
48,0.4062112,2.583329,123438
49,0.4059556,2.600381,123535
