surface_dist,mean_patchiness,mean_phi,num_points
2,0.2646984,-4.094279,177
3,0.3459712,-3.563117,407
4,0.3442312,-4.076182,741
5,0.2959982,-3.752106,1181
6,0.3207554,-2.294776,1741
7,0.3671274,-1.065321,2417
8,0.3843686,0.1931155,3383
9,0.407946,0.6360747,4518
10,0.4330884,0.8677538,5875
11,0.4419826,2.046771,7505
12,0.4470679,3.387688,9280
13,0.4474643,3.979801,11052
14,0.4449452,4.078905,12823
15,0.4336597,3.786004,14536
16,0.4172477,3.582843,16409
17,0.4047447,3.515804,18380
18,0.3951404,3.593064,20379
19,0.3868211,3.461917,22537
20,0.3787513,3.21316,24929
21,0.3684873,2.818833,27527
22,0.3609616,2.534077,30323
23,0.3565611,2.576151,33075
24,0.3563605,2.772853,35671
25,0.3578551,3.158853,38162
26,0.3602881,3.501234,40674
27,0.3621046,3.639371,43014
28,0.3667904,3.546057,45308
29,0.3722501,3.33025,47658
30,0.3746695,3.074418,50138
31,0.37438,2.862077,52715
32,0.3748924,2.669146,55305
33,0.377647,2.577605,57786
34,0.3791181,2.552864,60198
35,0.3791657,2.605917,62746
36,0.3781286,2.684619,65286
37,0.3775151,2.719897,67772
38,0.3753343,2.623175,70346
39,0.3741197,2.438807,72868
40,0.3748017,2.345636,75109
41,0.3752331,2.360922,76654
42,0.3752938,2.400387,77917
43,0.375775,2.431762,78938
44,0.3762788,2.421602,79795
45,0.3761951,2.37698,80518
46,0.3761632,2.277461,81148
47,0.376181,2.201585,81674
48,0.3767533,2.144768,82050
49,0.3777439,2.106237,82252
50,0.3778026,2.104699,82261
