surface_dist,mean_patchiness,mean_phi,num_points
2,0.5641451,8.80649,173
3,0.4049105,5.435204,399
4,0.3573233,2.747276,768
5,0.3574397,2.257562,1257
6,0.3818795,1.733668,1918
7,0.3835448,1.115583,2784
8,0.3767796,0.5029839,3851
9,0.3737375,1.066389,4984
10,0.3870932,1.453666,6230
11,0.4185466,1.038946,7424
12,0.4489122,0.6882896,8618
13,0.4670877,0.2008894,9732
14,0.4826232,-0.4943945,10755
15,0.4995784,-1.191108,11928
16,0.5061005,-1.672944,13141
17,0.5063081,-2.096425,14496
18,0.4988909,-2.290638,15929
19,0.4838582,-2.402187,17399
20,0.4696397,-2.592677,18955
21,0.4595376,-2.705584,20496
22,0.4467566,-2.5729,21990
23,0.4332185,-2.151955,23545
24,0.4279777,-1.791048,25153
25,0.431193,-1.545569,26910
26,0.435377,-1.263831,28992
27,0.4350517,-0.8931714,31396
28,0.4326245,-0.6833511,34292
29,0.4298661,-0.5379602,37419
30,0.4346034,-0.3178354,40515
31,0.4379378,-0.2686574,43538
32,0.436516,-0.3028285,46567
33,0.4345939,-0.1356442,49482
34,0.4335108,0.1594295,52345
35,0.4360335,0.2595837,55382
36,0.4399921,0.3291236,58561
37,0.442819,0.3906643,61783
38,0.4453647,0.4873825,65047
39,0.449291,0.7019572,68350
40,0.454168,0.9221217,71941
41,0.4584232,1.076236,75576
42,0.46087,1.136738,79463
43,0.4611994,1.104696,83359
44,0.4585232,1.111462,87208
45,0.4557697,1.08925,91160
46,0.4535169,1.074591,95034
47,0.4499105,1.171495,99114
48,0.4464936,1.321311,103427
49,0.4438066,1.397511,107822
50,0.4418417,1.392566,111727
51,0.4398406,1.38588,114877
52,0.4384328,1.346737,117819
53,0.4393857,1.242247,120764
54,0.4405242,1.143549,123470
55,0.4401215,1.082749,125670
56,0.4385786,1.074263,127646
57,0.4374514,1.088861,129333
58,0.4366099,1.104247,130714
59,0.4354978,1.100567,131867
60,0.4344983,1.114213,132823
61,0.4337811,1.118112,133488
62,0.4334388,1.109992,133827
63,0.4332321,1.112339,133988
64,0.4332764,1.116002,134090
65,0.4332888,1.116416,134097
