radius,mean_patchiness,mean_phi,num_points
4,0.584433,-3.550637,59
5,0.5187975,-4.79899,260
6,0.4170689,-4.813631,488
7,0.3428413,-3.016609,818
8,0.315704,0.6369354,1456
9,0.3453361,1.759844,2092
10,0.3704211,2.672694,2893
11,0.3572798,3.225594,4100
12,0.3174257,2.142264,6493
13,0.309827,1.389313,10232
14,0.3107514,1.266362,14567
15,0.3023598,1.408133,19309
16,0.3048418,1.317236,25122
17,0.3112941,1.339482,33560
18,0.309872,1.70636,44033
19,0.3256999,1.998739,53816
20,0.3423363,2.072075,62812
21,0.352078,2.259618,69648
22,0.3623468,2.502738,74847
23,0.3741088,2.810929,79108
24,0.3760771,2.845264,82774
25,0.3776181,2.923456,84679
26,0.3786558,3.016296,85612
27,0.3775492,3.019346,85974
28,0.3773743,3.018047,86018
