patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
16.98862,46672,0.2917,13.22528,-4.005894,10.21743,14.152,-5.79,11.837,23.00324,26.15479
16.16169,5363,0.0335,-2.194171,-22.7211,6.812935,-2.56,-24.16,9.738,12.7043,14.27979
22.67671,1890,0.0118,2.637007,-14.95257,-18.06069,4.756,-15.739,-17.112,35.44241,47.60528
